Reporting Period End Date,IDRSSD,FDIC Certificate Number,OCC Charter Number,OTS Docket Number,Primary ABA Routing Number,Financial Institution Name,Financial Institution Address,Financial Institution City,Financial Institution State,Financial Institution Zip Code,Financial Institution Filing Type,RCON2170
30/06/2022,343248,4494,4155,0,73907855,"FIRST NATIONAL BANK OF PRIMGHAR, THE",180 SOUTH HAYES AVENUE ,PRIMGHAR,IA,512450068,41,38726
30/06/2022,343770,29677,0,3872,281971301,NASHVILLE SAVINGS BANK,209 EAST LEBANON ,NASHVILLE,IL,622631813,51,84722
30/06/2022,343903,90140,0,12033,211871523,ADAMS COMMUNITY BANK,2 CENTER STREET ,ADAMS,MA,1220,51,921670
30/06/2022,343958,8833,0,0,91215985,CURRIE STATE BANK,141 MILL STREET ,CURRIE,MN,56123,51,88665
30/06/2022,344647,16501,14564,0,81200586,"FIRST BANKERS TRUST COMPANY, NATIONAL ASSOCIATION",1201 BROADWAY ,QUINCY,IL,62301,41,1151704
30/06/2022,344852,1413,0,0,91911302,PERENNIAL BANK,318 N. 1ST ST. ,DARWIN,MN,55324,51,156151
30/06/2022,345309,18238,0,8593,211173357,CHELSEA GROTON BANK,1 FRANKLIN SQUARE ,NORWICH,CT,6360,41,1565939
30/06/2022,345345,5800,22286,0,73906131,"AMERICAN BANK, NATIONAL ASSOCIATION",234 5TH AVENUE SW ,LE MARS,IA,51031,41,401988
30/06/2022,345747,1833,0,0,74908138,STATE BANK,900 EAST 56TH STREET ,BROWNSBURG,IN,46112,41,710914
30/06/2022,345756,12219,0,0,81000993,"FIRST STATE BANK OF ST. CHARLES, MISSOURI",206 NORTH FIFTH STREET ,SAINT CHARLES,MO,63301,41,463260
30/06/2022,345877,29700,703912,3912,311170250,CENTURY NEXT BANK,505 NORTH VIENNA STREET ,RUSTON,LA,71270,51,619202
30/06/2022,346379,29705,703920,3920,241270233,FIRST FEDERAL COMMUNITY BANK OF BUCYRUS,119 S SANDUSKY AVE ,BUCYRUS,OH,44820,51,233927
30/06/2022,346566,24902,18063,0,114912479,FIRST NATIONAL BANK OF SOUTH PADRE ISLAND,709 PADRE BLVD. ,SOUTH PADRE ISLAND,TX,785976612,51,93528
30/06/2022,346771,28445,701611,1611,271170390,FIRST FEDERAL SAVINGS BANK OF CHAMPAIGN-URBANA,1311 SOUTH NEIL STREET ,CHAMPAIGN,IL,61820,51,217212
30/06/2022,347022,2107,10680,15676,53203210,FIRST NATIONAL BANK OF SOUTH CAROLINA,801 GILWAY & INDUSTRIAL ROAD ,HOLLY HILL,SC,29059,51,277594
30/06/2022,347639,16249,0,0,71004271,DEVON BANK,6445 NORTH WESTERN AVENUE ,CHICAGO,IL,60645,51,494433
30/06/2022,347956,23737,17174,0,103902717,"VAST BANK, N.A.","110 N. ELGIN, SUITE 500 ",TULSA,OK,74120,41,851917
30/06/2022,348159,8595,0,0,104913019,I3 BANK,12212 NORTH 156TH STREET ,BENNINGTON,NE,68007,51,183009
30/06/2022,348720,2036,0,10327,53103640,FARMERS AND MERCHANTS BANK,138 N SALISBURY GQ AVE ,GRANITE QUARRY,NC,28072,51,1000397
30/06/2022,349129,14642,0,16893,53206961,"COMMERCIAL BANK, THE",4 CHURCH STREET ,HONEA PATH,SC,29654,51,248839
30/06/2022,349343,10460,0,0,81200573,TOWN AND COUNTRY BANK MIDWEST,524 NORTH 30TH STREET ,QUINCY,IL,62301,51,225844
30/06/2022,350572,31249,0,0,291971320,1ST UNITED BANK,430 N.W. FOURTH ST. ,FARIBAULT,MN,55021,51,194989
30/06/2022,350657,4122,0,0,103104641,1ST BANK IN HOMINY,117 NORTH PRICE AVE ,HOMINY,OK,74035,51,46569
30/06/2022,350750,18710,0,0,107005076,NORTH VALLEY BANK,9001 NORTH WASHINGTON ,THORNTON,CO,80229,51,230305
30/06/2022,351131,5605,0,0,62101455,BANK OF BREWTON,103 BELLEVILLE AVENUE ,BREWTON,AL,36426,41,51187
30/06/2022,351560,23864,0,0,121138958,SUMMIT BANK,2969 BROADWAY ,OAKLAND,CA,94611,51,376176
30/06/2022,351878,29743,703995,3995,211273794,AROOSTOOK COUNTY FEDERAL SAVINGS & LOAN ASSOCIATION,43 HIGH STREET ,CARIBOU,ME,4736,51,176966
30/06/2022,352370,29749,704013,4013,242272285,SOUTHERN HILLS COMMUNITY BANK,45 EAST MAIN ST ,LEESBURG,OH,45135,51,187281
30/06/2022,352651,25328,0,0,111308442,BOC BANK,201 NORTH MAIN ,MCLEAN,TX,79057,51,148395
30/06/2022,352745,14857,0,0,81200528,STATE STREET BANK AND TRUST COMPANY,801 STATE STREET ,QUINCY,IL,62301,51,299979
30/06/2022,352772,28489,0,0,323371076,BANNER BANK,1 EAST ALDER STREET ,WALLA WALLA,WA,99362,41,16374975
30/06/2022,353238,72,0,9282,62204569,CENTRAL STATE BANK,11025 HIGHWAY 25 ,CALERA,AL,35040,51,493680
30/06/2022,353546,3749,13579,0,71109435,"FIRST NATIONAL BANK IN TREMONT, THE",134 SOUTH SAMPSON STREET ,TREMONT,IL,61568,51,148253
30/06/2022,353555,14531,14206,0,111300958,AMARILLO NATIONAL BANK,410 SOUTH TAYLOR STREET ,AMARILLO,TX,79101,41,7911617
30/06/2022,353957,4222,12094,0,103101738,"FIRST FARMERS NATIONAL BANK OF WAURIKA, THE",319 EAST D AVENUE ,WAURIKA,OK,73573,51,50113
30/06/2022,354057,18282,14905,0,113123654,FIRST NATIONAL BANK OF ALVIN,1600 EAST HIGHWAY 6 ,ALVIN,TX,77511,51,183294
30/06/2022,354253,15847,0,0,91408394,SUNRISE BANK DAKOTA,201 SOUTH MAIN ,ONIDA,SD,57564,51,67075
30/06/2022,354310,7759,0,0,31913438,UNIVEST BANK AND TRUST CO.,10 WEST BROAD STREET ,SOUDERTON,PA,18964,41,6685961
30/06/2022,354552,25665,18394,0,101104504,COMMUNITY NATIONAL BANK,210 MAIN STREET ,SENECA,KS,66538,51,888307
30/06/2022,354851,13551,0,0,103108757,"STATE EXCHANGE BANK, THE",1280 MAIN STREET ,LAMONT,OK,74643,51,98394
30/06/2022,355120,16723,0,0,53207216,CAROLINA BANK & TRUST COMPANY,112 MAIN STREET ,LAMAR,SC,29069,51,811271
30/06/2022,355559,5072,0,0,91101950,RANGE BANK,100 NORTH FRONT STREET ,MARQUETTE,MI,49855,51,515961
30/06/2022,355858,14712,14252,0,91400525,FIRST NATIONAL BANK,307 EAST HUSTAN AVENUE ,FORT PIERRE,SD,57532,41,1655530
30/06/2022,356239,10474,0,0,71108106,CITIZENS STATE BANK,102 WEST MAIN STREET ,LENA,IL,61048,51,383450
30/06/2022,356659,4773,0,0,101103974,SOLOMON STATE BANK,126 WEST MAIN STREET ,SOLOMON,KS,67480,51,184842
30/06/2022,356752,8183,0,0,72414501,CITIZENS STATE BANK,32500 WOODWARD AVENUE ,ROYAL OAK,MI,48073,51,130211
30/06/2022,357526,2453,0,0,51501134,DAVIS TRUST COMPANY,DAVIS AVE AND THIRD STREET ,ELKINS,WV,26241,51,198126
30/06/2022,357553,3063,8752,0,102101315,FIRST PIONEER NATIONAL BANK,145 WEST 4TH STREET ,WRAY,CO,80758,51,245364
30/06/2022,357777,30637,0,5666,243373332,GREENVILLE SAVINGS BANK,233 MAIN STREET ,GREENVILLE,PA,16125,51,301373
30/06/2022,357937,1376,0,15011,65403150,CITIZENS BANK AND TRUST COMPANY,57910 MAIN STREET ,PLAQUEMINE,LA,70764,51,428790
30/06/2022,358112,9310,0,0,42106331,COMMERCIAL BANK,550 MAIN STREET ,WEST LIBERTY,KY,414721008,51,188706
30/06/2022,358448,12899,0,15618,72404993,MAYVILLE STATE BANK,37 EAST OHMER ROAD ,MAYVILLE,MI,48744,51,106304
30/06/2022,358756,13584,0,0,101110572,TAMPA STATE BANK,326 NORTH MAIN STREET ,TAMPA,KS,67483,51,71024
30/06/2022,359472,31267,706639,6639,252070972,HOMEWOOD FEDERAL SAVINGS BANK,3228 EASTERN AVENUE ,BALTIMORE,MD,21224,51,59686
30/06/2022,359650,17652,0,0,101107093,"ALDEN STATE BANK, THE",124 NORTH BROADWAY ,STERLING,KS,67579,51,20559
30/06/2022,359744,8519,0,0,73910923,WHITE STATE BANK,209 IVES STREET ,SOUTH ENGLISH,IA,52335,51,48907
30/06/2022,360777,31266,0,6637,253171498,"JACKSON SAVINGS BANK, SSB",741 WEST MAIN STREET ,SYLVA,NC,28779,41,35295
30/06/2022,361055,18100,0,0,101100728,COREFIRST BANK & TRUST,3035 SOUTHWEST TOPEKA AVENUE ,TOPEKA,KS,66611,51,1216686
30/06/2022,361167,18297,0,0,111923607,SOUTHSIDE BANK,1201 S. BECKHAM ,TYLER,TX,757013397,41,7600612
30/06/2022,361279,31272,0,0,284373760,"COMMUNITY BANK, LEXINGTON, TENNESSEE",19 NATCHEZ TRACE DRIVE ,LEXINGTON,TN,38351,51,228887
30/06/2022,361354,15778,0,0,103103765,GRANT COUNTY BANK,120 SOUTH MAIN STREET ,MEDFORD,OK,73759,51,68927
30/06/2022,361439,22015,0,12280,64202860,ANDREW JOHNSON BANK,124 NORTH MAIN STREET ,GREENEVILLE,TN,37743,41,522260
30/06/2022,362043,16094,0,0,73909031,"EXCHANGE STATE BANK, THE",253 BROADWAY ,SPRINGVILLE,IA,52336,51,54451
30/06/2022,362155,3075,7337,0,113109131,"FIRST NATIONAL BANK OF ANDERSON, THE",1071 HIGHWAY 90 SOUTH ,ANDERSON,TX,778300159,51,214230
30/06/2022,362717,13341,0,0,41202744,"CROGHAN COLONIAL BANK, THE",323 CROGHAN ST ,FREMONT,OH,43420,41,1106532
30/06/2022,362856,3320,8674,0,112304733,"BIG BEND BANKS, N.A. DBA MARFA NATIONAL BANK, THE",301 SOUTH HIGHLAND AVENUE ,MARFA,TX,79843,51,154630
30/06/2022,362940,5730,0,0,81916058,STATE BANK OF ST. JACOB,102 WEST FOURTH STREET ,SAINT JACOB,IL,62281,51,86103
30/06/2022,363442,12086,0,0,81215649,SAINTE MARIE STATE BANK,103 NORTH MAIN STREET ,SAINTE MARIE,IL,62459,51,15620
30/06/2022,363648,968,0,0,73903529,SECURITY TRUST & SAVINGS BANK,601 LAKE AVENUE ,STORM LAKE,IA,50588,51,298315
30/06/2022,363657,5093,5582,0,91201232,"FIRST NATIONAL BANK OF BEMIDJI, THE",1600 PAUL BUNYAN DRIVE NW ,BEMIDJI,MN,56601,41,1008537
30/06/2022,363778,30688,0,5752,242272366,PEOPLES FIRST SAVINGS BANK,225 READING ROAD ,MASON,OH,45040,51,74629
30/06/2022,364131,16780,0,12612,61211430,GREAT OAKS BANK,"5101 FIFTH AVENUE, NE ",EASTMAN,GA,31023,51,292189
30/06/2022,364270,30692,0,5756,321470364,"BANKPACIFIC, LTD.",151 ASPINALL AVENUE ,HAGATNA,GU,96910,31,
30/06/2022,364430,22739,0,13122,65202694,BANK OF ST. FRANCISVILLE,5700 COMMERCE STREET ,SAINT FRANCISVILLE,LA,70775,51,219702
30/06/2022,364850,10991,0,0,91210744,FIRST STATE BANK OF BIGFORK,400 MAIN AVENUE ,BIGFORK,MN,56628,41,99227
30/06/2022,365325,22858,0,10762,56004445,UNITED BANK,11185 FAIRFAX BOULEVARD ,FAIRFAX,VA,22030,41,28735887
30/06/2022,365745,252,0,0,73920777,PINNACLE BANK,2206 SOUTH CENTER STREET ,MARSHALLTOWN,IA,50158,51,263056
30/06/2022,365848,12388,0,12312,71116677,WILLIAMSVILLE STATE BANK AND TRUST,512 WEST MAIN STREET ,WILLIAMSVILLE,IL,62693,51,109119
30/06/2022,365950,11003,0,0,101206800,LIMEBANK,1630 S. KILLINGSWORTH ,BOLIVAR,MO,65613,51,89409
30/06/2022,366078,28593,0,0,272471632,STURGIS BANK & TRUST COMPANY,113-125 EAST CHICAGO ROAD ,STURGIS,MI,49091,51,782896
30/06/2022,366238,14065,0,15871,61101294,PINNACLE BANK,884 ELBERT STREET ,ELBERTON,GA,30635,41,2039890
30/06/2022,366247,969,0,0,73920405,TEMPLETON SAVINGS BANK,103 SOUTH MAIN ,TEMPLETON,IA,51463,41,171794
30/06/2022,366359,3078,6091,0,111304608,"FIRST NATIONAL BANK OF ANSON, THE",1021 12TH STREET ,ANSON,TX,795014304,51,80867
30/06/2022,366658,18380,0,0,81508217,FIRST INDEPENDENT BANK,1100 SOUTH ELLIOTT AVENUE ,AURORA,MO,65605,51,128044
30/06/2022,366854,16471,0,0,101103660,KENDALL BANK,11225 COLLEGE BOULEVARD ,OVERLAND PARK,KS,66210,41,117388
30/06/2022,367150,22567,0,0,81503607,COMMUNITY STATE BANK,208 NORTH CENTER STREET ,SHELBINA,MO,63468,51,100469
30/06/2022,367178,32293,0,8104,242072391,MIAMI SAVINGS BANK,8008 FERRY STREET ,MIAMITOWN,OH,45041,51,149234
30/06/2022,367431,19420,0,13289,61101197,CITIZENS BANK OF THE SOUTH,132 S. HARRIS STREET ,SANDERSVILLE,GA,31082,51,334539
30/06/2022,367543,13843,0,0,74912784,KENTLAND BANK,111 NORTH FOURTH STREET ,KENTLAND,IN,47951,51,344458
30/06/2022,368054,3327,0,0,114905509,MASON BANK,111 WESTMORELAND STREET ,MASON,TX,76856,51,146846
30/06/2022,368344,10122,0,0,73918459,FARMERS SAVINGS BANK & TRUST,611 2ND STREET ,TRAER,IA,50675,41,220130
30/06/2022,368522,6051,0,0,43308426,APOLLO TRUST COMPANY,201 NO. WARREN AVE ,APOLLO,PA,15613,51,184103
30/06/2022,368933,3607,3640,0,71103376,"FIRST NATIONAL BANK OF BEARDSTOWN, THE",300 WEST WASHINGTON ,BEARDSTOWN,IL,62618,51,173412
30/06/2022,368951,17832,0,0,101111380,"KAW VALLEY STATE BANK AND TRUST COMPANY, OF WAMEGO, KANSAS, THE",1015 KAW VALLEY PARK CIRCLE ,WAMEGO,KS,66547,51,234611
30/06/2022,369453,17399,0,0,101101031,IMPACT BANK,206 EAST HARVEY STREET ,WELLINGTON,KS,67152,51,154031
30/06/2022,369659,3325,5850,0,111903245,FIRST NATIONAL BANK OF CENTRAL TEXAS,1835 NORTH VALLEY MILLS DRIVE ,WACO,TX,767102662,51,1322585
30/06/2022,370020,6176,0,0,51504254,"PENDLETON COMMUNITY BANK, INC.",128 NORTH MAIN STREET ,FRANKLIN,WV,26807,51,640995
30/06/2022,370347,3807,3962,0,81903524,"FIRST NATIONAL BANK OF LITCHFIELD, THE",324 NORTH STATE STREET ,LITCHFIELD,IL,62056,51,131244
30/06/2022,370721,14991,0,0,42210722,"FARMERS STATE BANK, THE",101 SOUTH MAIN ST. ,NEW MADISON,OH,45346,41,228026
30/06/2022,370833,16584,0,10722,61200658,CARVER STATE BANK,701 M L KING BLVD ,SAVANNAH,GA,31401,51,84014
30/06/2022,370954,12298,0,0,111908787,"COWBOY BANK OF TEXAS, THE",100 MAIN STREET ,MAYPEARL,TX,76064,51,118369
30/06/2022,371223,6662,0,0,42206574,RIVERHILLS BANK,553 CHAMBER DRIVE ,MILFORD,OH,45150,51,308721
30/06/2022,371232,15913,0,0,71911652,FIRST COMMUNITY BANK AND TRUST,1111 DIXIE HIGHWAY ,BEECHER,IL,60401,51,205968
30/06/2022,371362,1219,0,0,111308552,WELLINGTON STATE BANK,1000 8TH STREET ,WELLINGTON,TX,790952702,51,553262
30/06/2022,371559,25161,18233,0,103103354,COMMUNITY NATIONAL BANK OF OKARCHE,"653 N MAIN, HIGHWAY 81 ",OKARCHE,OK,73762,51,136653
30/06/2022,371755,5113,7647,0,91200738,"FIRST NATIONAL BANK OF CHISHOLM, THE",101 WEST LAKE STREET ,CHISHOLM,MN,55719,41,85261
30/06/2022,371849,11715,0,0,71116813,BANK OF YATES CITY,107 EAST MAIN STREET ,YATES CITY,IL,61572,51,80526
30/06/2022,371924,7848,0,0,43310980,COMMUNITY BANK,100 NORTH MARKET STREET ,CARMICHAELS,PA,15320,51,1384048
30/06/2022,371942,11719,0,0,81214161,LIBERTY BANK,1002 NORTH MAIN STREET ,LIBERTY,IL,62347,51,124668
30/06/2022,372444,3808,10079,0,81903540,"LITCHFIELD NATIONAL BANK, THE",316 NORTH STATE STREET ,LITCHFIELD,IL,62056,51,123907
30/06/2022,372538,12611,0,10962,65202445,"EVANGELINE BANK AND TRUST COMPANY, THE",497 WEST MAIN STREET ,VILLE PLATTE,LA,70586,51,876732
30/06/2022,372640,13801,0,0,74910692,FARMERS AND MERCHANTS BANK,6464 MERCHANTS DRIVE ,LAOTTO,IN,46763,51,228318
30/06/2022,372855,21955,0,0,101102920,STRYV BANK,6160 NORTH BROADWAY ,WICHITA,KS,67219,41,172227
30/06/2022,373272,29430,0,3439,243374263,COMPASS SAVINGS BANK,111 WESTINGHOUSE AVE ,WILMERDING,PA,15148,51,50543
30/06/2022,373553,3335,0,0,111304381,FIRST BANK AND TRUST OF MEMPHIS,501 MAIN ST ,MEMPHIS,TX,79245,51,67273
30/06/2022,373601,12013,0,0,221272329,UNION COUNTY SAVINGS BANK,320 NORTH BROAD STREET ,ELIZABETH,NJ,7207,41,1828280
30/06/2022,374130,16369,0,11094,62105710,"CITIZENS BANK, THE",301 SOUTH EDWARDS STREET ,ENTERPRISE,AL,36330,51,221650
30/06/2022,374653,6085,0,0,91408598,FIRST PREMIER BANK,500 SOUTH MINNESOTA AVE ,SIOUX FALLS,SD,57104,41,3503723
30/06/2022,374774,33026,0,0,263187320,SURETY BANK,990 NORTH WOODLAND BOULEVARD ,DELAND,FL,32720,51,215833
30/06/2022,375043,3809,9408,0,81206807,"PEOPLES NATIONAL BANK, NATIONAL ASSOCIATION",520 SOUTH 42ND STREET ,MOUNT VERNON,IL,62864,41,1573868
30/06/2022,375379,29449,703468,3468,271071114,NORTH SIDE FEDERAL SAVINGS AND LOAN ASSOCIATION OF CHICAGO,5159 NORTH CLARK STREET ,CHICAGO,IL,60640,51,45196
30/06/2022,375502,90141,0,11438,211374020,"PROVIDENT BANK, THE",5 MARKET STREET ,AMESBURY,MA,1913,51,1787694
30/06/2022,375566,26543,20078,0,111916452,FIRST NATIONAL BANK,3801 FAIRWAY ,WICHITA FALLS,TX,763102402,51,1051968
30/06/2022,375650,3336,0,0,111318610,MENARD BANK,201 ELLIS ,MENARD,TX,76859,51,66679
30/06/2022,376237,855,0,17337,62202192,MERCHANTS & FARMERS BANK OF GREENE COUNTY,302 PRAIRIE AVENUE ,EUTAW,AL,35462,51,95747
30/06/2022,376273,28679,702130,2130,275071356,"NORTH SHORE BANK, F.S.B.",15700 WEST BLUEMOUND ROAD ,BROOKFIELD,WI,53005,41,2617053
30/06/2022,376442,4519,0,0,73902766,FIRST BANK,316 EAST BREMER AVENUE ,WAVERLY,IA,50677,41,640613
30/06/2022,376947,17830,0,0,81518524,CITIZENS' BANK OF CHARLESTON,207 EAST COMMERCIAL STREET ,CHARLESTON,MO,63834,51,171246
30/06/2022,377663,5589,0,0,111920325,FANNIN BANK,230 E 3RD ST ,BONHAM,TX,754184416,41,139313
30/06/2022,377850,17001,0,0,103000677,FIRST SECURITY BANK AND TRUST COMPANY,1541 NORTHEAST 23RD STREET ,OKLAHOMA CITY,OK,73111,51,73964
30/06/2022,378044,5619,0,0,82905136,COMMUNITY STATE BANK,208 WEST FOURTH STREET ,BRADLEY,AR,71826,51,25677
30/06/2022,378110,389,0,0,44112488,"PEOPLES BANK, THE",103 EAST WIGGIN STREET ,GAMBIER,OH,43022,51,64047
30/06/2022,379050,16561,0,0,91216081,STATE BANK OF EASTON,50 MAIN STREET ,EASTON,MN,56025,51,25062
30/06/2022,379153,3190,12739,0,111914878,"FIRST NATIONAL BANK OF EVANT, THE",115 SOUTH MEMORY LANE ,EVANT,TX,76525,51,157967
30/06/2022,379470,26450,0,5824,211370451,CANTON CO-OPERATIVE BANK,671 WASHINGTON STREET ,CANTON,MA,2021,51,158067
30/06/2022,379649,11252,21165,0,82903057,FIRST NATIONAL BANK OF IZARD COUNTY,2184 ARKANSAS 56 HIGHWAY ,CALICO ROCK,AR,72519,41,210346
30/06/2022,379920,7888,249,0,43318092,FIRST NATIONAL BANK OF PENNSYLVANIA,166 MAIN STREET ,GREENVILLE,PA,16125,41,41653367
30/06/2022,380346,10500,0,0,73916532,FARMERS SAVINGS BANK,3542 168TH STREET ,WEVER,IA,52658,51,141381
30/06/2022,380458,26906,0,0,114917335,TEXAS REGIONAL BANK,6770 WEST EXPRESSWAY 83 ,HARLINGEN,TX,78552,51,2020933
30/06/2022,380533,1786,0,0,71114255,LONGVIEW BANK,102 SOUTH EAST AVENUE ,OGDEN,IL,61859,51,271101
30/06/2022,380878,29495,703551,3551,241271931,VAN WERT FEDERAL SAVINGS BANK,976 S SHANNON ST ,VAN WERT,OH,45891,51,149652
30/06/2022,380944,15228,0,0,75901972,"BANK OF KAUKAUNA, THE",264 WEST WISCONSIN AVENUE ,KAUKAUNA,WI,54130,51,146611
30/06/2022,381026,13802,0,0,42208174,"TWIN VALLEY BANK, THE",2 EAST DAYTON STREET ,WEST ALEXANDRIA,OH,45381,41,116531
30/06/2022,381343,4533,0,0,101901396,CITIZENS BANK AND TRUST COMPANY,7553 NW BARRY ROAD ,KANSAS CITY,MO,64153,41,998831
30/06/2022,381932,16246,713248,13248,61211171,COMMERCIAL BANKING COMPANY,3462 NORTH VALDOSTA ROAD ,VALDOSTA,GA,31602,51,344434
30/06/2022,381950,5074,3886,0,91108539,"FIRST NATIONAL BANK OF SAINT IGNACE, THE",132 NORTH STATE STREET ,SAINT IGNACE,MI,49781,51,346980
30/06/2022,382050,1095,0,0,91101280,CENTRAL SAVINGS BANK,511 BINGHAM AVENUE ,SAULT SAINTE MARIE,MI,49783,41,406637
30/06/2022,382069,24961,0,0,114912709,INTERNATIONAL BANK OF COMMERCE,908 NORTH US HIGHWAY 83 ,ZAPATA,TX,78076,41,473977
30/06/2022,382256,5478,0,0,104902033,STANTON STATE BANK,924 IVY STREET ,STANTON,NE,68779,51,62337
30/06/2022,382274,28722,702228,2228,274970500,KENTLAND FEDERAL SAVINGS AND LOAN ASSOCIATION,116 NORTH 3RD STREET ,KENTLAND,IN,47951,51,3189
30/06/2022,382443,14392,0,0,73906160,FARMERS TRUST AND SAVINGS BANK,510 ELM STREET ,WILLIAMSBURG,IA,52361,51,175310
30/06/2022,382537,51,0,14338,62203874,"BANK OF VERNON, THE",44825 HWY 17 ,VERNON,AL,35592,51,277784
30/06/2022,382649,15565,0,0,81203208,FIRST SOUTHERN BANK,300 TOWER SQUARE ,MARION,IL,62959,51,815201
30/06/2022,382658,22895,0,0,101903763,PUTNAM COUNTY STATE BANK,1522 MAIN ,UNIONVILLE,MO,63565,51,254278
30/06/2022,382742,1008,0,17106,72407741,BANK MICHIGAN,417 SOUTH MAIN STREET ,BROOKLYN,MI,49230,51,115587
30/06/2022,382854,15347,0,0,81518045,SECURITY BANK OF PULASKI COUNTY,601 MARSHALL DRIVE ,SAINT ROBERT,MO,65584,41,131830
30/06/2022,384018,24920,0,0,26007443,WOORI AMERICA BANK,330 5TH AVENUE ,NEW YORK,NY,10001,51,3043080
30/06/2022,384278,31313,706707,6707,263184488,FIRST FEDERAL BANK,4705 WEST U.S. HIGHWAY 90 ,LAKE CITY,FL,32055,41,3496824
30/06/2022,384353,10635,0,0,104908723,BANK OF STEINAUER,215 MAIN STREET ,STEINAUER,NE,68441,51,15917
30/06/2022,384652,20727,15980,0,111904503,"DALLAS CAPITAL BANK, NATIONAL ASSOCIATION","14185 DALLAS PARKWAY,SUITE 200 ",DALLAS,TX,75254,51,1079890
30/06/2022,384830,16417,0,0,65404544,CITIZENS BANK & TRUST COMPANY,222 NORTH NEW HAMPSHIRE ,COVINGTON,LA,70433,51,175881
30/06/2022,385350,12349,0,0,91804723,COMMUNITY BANK OF CAMERON,101 WEST MAIN STREET ,CAMERON,WI,54822,51,171281
30/06/2022,385471,31999,0,0,304972038,MADISON COUNTY BANK,111 WEST THIRD STREET ,MADISON,NE,68748,51,585551
30/06/2022,385547,11463,0,0,101205445,"CITIZENS-FARMERS BANK OF COLE CAMP, THE",121 EAST MAIN STREET ,COLE CAMP,MO,65325,51,169889
30/06/2022,385686,34058,0,12260,221283347,LUSITANIA SAVINGS BANK,107 PULASKI STREET ,NEWARK,NJ,7105,51,396494
30/06/2022,386432,20429,0,0,62201847,LIBERTY BANK,40956 HIGHWAY 75 ,GERALDINE,AL,35974,51,191535
30/06/2022,386450,14312,0,0,104905616,FIVE POINTS BANK OF HASTINGS,2815 OSBORNE DRIVE WEST ,HASTINGS,NE,68901,41,525098
30/06/2022,386731,861,0,14010,62203670,STATE BANK & TRUST,1945 U S HIGHWAY 43 ,WINFIELD,AL,35594,51,323833
30/06/2022,386825,6732,13847,0,43205875,"CITIZENS NATIONAL BANK OF WOODSFIELD, THE",143 S MAIN ST ,WOODSFIELD,OH,43793,51,159846
30/06/2022,387055,1778,0,0,102100662,"STATE BANK, THE",124 COLORADO AVENUE ,LA JUNTA,CO,81050,51,132794
30/06/2022,387671,29537,703619,3619,302373118,FIRST FEDERAL BANK & TRUST,671 ILLINOIS STREET ,SHERIDAN,WY,82801,51,494513
30/06/2022,388155,13905,14005,0,103100878,FIRST TEXOMA NATIONAL BANK,220 WEST MAIN STREET ,DURANT,OK,74701,51,226274
30/06/2022,388258,18094,0,0,101104588,MARQUETTE FARMERS STATE BANK OF MARQUETTE KANSAS,205 NORTH WASHINGTON ,MARQUETTE,KS,67464,51,32366
30/06/2022,388557,10641,0,0,104908859,RIVERSTONE BANK,600 S. 4TH STREET ,EAGLE,NE,68347,51,476509
30/06/2022,388744,17622,0,12071,72405442,ALDEN STATE BANK,10564 COY STREET ,ALDEN,MI,49612,51,299696
30/06/2022,388753,10571,0,0,91210249,FARMERS AND MERCHANTS STATE BANK OF ALPHA,210 NORTH MAIN STREET ,ALPHA,MN,56111,51,38847
30/06/2022,388874,30388,0,5267,302170340,GUNNISON SAVINGS AND LOAN ASSOCIATION,303 NORTH MAIN STREET ,GUNNISON,CO,81230,51,114901
30/06/2022,389358,11907,0,0,111320899,SECURITY STATE BANK,AVENUE 'A' & 5TH STREETS ,FARWELL,TX,79325,51,257382
30/06/2022,389376,30395,705275,5275,304972232,TECUMSEH FEDERAL BANK,160 NORTH 4TH STREET ,TECUMSEH,NE,68450,51,50592
30/06/2022,389826,9440,0,0,44108078,"PATASKALA BANKING COMPANY, THE",354 S MAIN ST ,PATASKALA,OH,43062,51,43268
30/06/2022,390372,28780,702349,2349,252070299,ARUNDEL FEDERAL SAVINGS BANK,655 CRAIN HIGHWAY SOUTH ,GLEN BURNIE,MD,21061,51,444053
30/06/2022,390840,14722,0,14358,72404320,UNION BANK,933 FOURTH AVENUE ,LAKE ODESSA,MI,48849,51,315357
30/06/2022,391418,8122,0,0,42105882,FIRST & PEOPLES BANK AND TRUST COMPANY,1001 DIEDERICH ,RUSSELL,KY,41169,51,250192
30/06/2022,391557,21255,0,0,103101767,LAKESIDE BANK OF SALINA,103 WEST FERRY ,SALINA,OK,74365,51,52128
30/06/2022,391575,29566,703676,3676,286371663,"UNITED FIDELITY BANK, FSB",18 NORTH WEST FOURTH STREET ,EVANSVILLE,IN,47708,31,
30/06/2022,391959,14281,0,0,104904277,FIRST BANK OF UTICA,785 D STREET ,UTICA,NE,68456,41,79503
30/06/2022,391977,28788,0,2365,231271284,STURDY SAVINGS BANK,9417 3RD AVENUE ,STONE HARBOR,NJ,8247,51,1209796
30/06/2022,392152,8108,0,0,101109538,NEW CENTURY BANK,1211 28TH STREET ,BELLEVILLE,KS,66935,51,59825
30/06/2022,392255,5087,6813,0,91204080,FIRST NATIONAL BANK,31 CENTRAL STREET EAST ,BAGLEY,MN,56621,51,112682
