Reporting Period End Date,IDRSSD,FDIC Certificate Number,OCC Charter Number,OTS Docket Number,Primary ABA Routing Number,Financial Institution Name,Financial Institution Address,Financial Institution City,Financial Institution State,Financial Institution Zip Code,Financial Institution Filing Type,RCON2170
30/09/2020,800853,19904,0,0,107001261,CENTINEL BANK OF TAOS,512 PASEO DEL PUEBLO SUR ,TAOS,NM,87571,51,333578
30/09/2020,801047,15271,0,0,75907497,FIRST STATE BANK,113 WEST NORTH WATER STREET ,NEW LONDON,WI,54961,51,494586
30/09/2020,801056,13883,0,0,101108380,"FARMERS STATE BANK, THE",2074 EAST KANSAS AVENUE ,MCPHERSON,KS,67460,51,135385
30/09/2020,801654,12315,0,0,113115235,"FIRST STATE BANK, THE",420 WALNUT ,COLUMBUS,TX,789342455,51,159759
30/09/2020,802866,24735,0,0,121140399,SILICON VALLEY BANK,3003 TASMAN DRIVE ,SANTA CLARA,CA,95054,31,
30/09/2020,803256,1906,0,0,91209593,TRIUMPH STATE BANK,519 EAST MAIN ,TRIMONT,MN,56176,51,75795
30/09/2020,803265,15442,0,0,111321827,ROBERT LEE STATE BANK,621 AUSTIN STREET ,ROBERT LEE,TX,76945,51,43782
30/09/2020,803649,26760,0,13843,73921679,GREEN BELT BANK & TRUST,616 WASHINGTON AVENUE ,IOWA FALLS,IA,50126,51,555212
30/09/2020,803658,1929,0,0,91210757,FARMERS STATE BANK OF TRIMONT,220 WEST MAIN STREET ,TRIMONT,MN,56176,51,64725
30/09/2020,803957,8386,0,0,91309736,KODABANK,104 S. MAIN STREET ,DRAYTON,ND,58225,51,301923
30/09/2020,804150,9747,0,0,91208222,VERGAS STATE BANK,106 EAST MAIN STREET ,VERGAS,MN,56587,41,51252
30/09/2020,804338,17470,0,0,71922609,FIRST BANK OF HIGHLAND PARK,1835 FIRST STREET ,HIGHLAND PARK,IL,60035,51,1936299
30/09/2020,804374,27654,700057,57,311170276,HOME FEDERAL BANK,222 FLORIDA STREET ,SHREVEPORT,LA,71105,51,542184
30/09/2020,804422,9986,0,0,51405395,"FARMERS AND MERCHANTS BANK OF CRAIG COUNTY, THE",189 MAIN STREET ,NEW CASTLE,VA,24127,51,66950
30/09/2020,804860,22657,0,0,114907633,CITIZENS STATE BANK,1709 GRANT STREET ,ROMA,TX,78584,41,94260
30/09/2020,804963,3514,0,0,121100782,BANK OF THE WEST,180 MONTGOMERY STREET ,SAN FRANCISCO,CA,94104,31,
30/09/2020,805045,10132,0,9819,73909507,EXCHANGE STATE BANK,104 MAIN STREET ,COLLINS,IA,50055,51,118622
30/09/2020,805250,14420,0,0,101102548,FNB BANK,202 EAST 11TH STREET ,GOODLAND,KS,67735,41,213235
30/09/2020,805335,2145,0,12828,61103315,BANK OF MONTICELLO,141 EAST GREEN STREET ,MONTICELLO,GA,31064,41,132839
30/09/2020,805755,5269,8476,0,91209755,FIRST NATIONAL BANK NORTH,600 MINNESOTA AVENUE WEST ,WALKER,MN,56484,41,685547
30/09/2020,805876,30119,0,4779,231371605,PENNCREST BANK,1201 12TH STREET ,ALTOONA,PA,16601,51,199902
30/09/2020,806220,17953,0,14657,53207614,SANDHILLS BANK,1020 HIGHWAY 17 NORTH ,NORTH MYRTLE BEACH,SC,29582,51,214185
30/09/2020,806846,12517,0,0,75902421,BANK FIVE NINE,155 WEST WISCONSIN AVENUE ,OCONOMOWOC,WI,53066,51,1373607
30/09/2020,806958,9737,0,0,91213673,MIDWEST BANK,613 HIGHWAY 10 EAST ,DETROIT LAKES,MN,56501,41,611606
30/09/2020,807348,9523,0,0,75906304,BRISTOL MORGAN BANK,103 SOUTH MAIN STREET ,OAKFIELD,WI,53065,51,134977
30/09/2020,807432,8028,0,13899,61206681,MOUNT VERNON BANK,101 SOUTH RAILROAD AVENUE ,VIDALIA,GA,30445,51,151058
30/09/2020,807656,19679,0,0,103101330,CITIZENS BANK OF ADA,123 WEST 12TH STREET ,ADA,OK,74820,51,224216
30/09/2020,807955,20241,15820,0,114903284,"AMERICAN BANK, NATIONAL ASSOCIATION","800 NORTH SHORELINE BOULEVARD, SUITE 200 ",CORPUS CHRISTI,TX,78401,51,1936692
30/09/2020,808260,1331,0,0,121108441,FARMERS & MERCHANTS BANK OF CENTRAL CALIFORNIA,121 WEST PINE STREET ,LODI,CA,95240,41,4301259
30/09/2020,808345,5820,0,9373,73900894,STATE CENTRAL BANK,612 FIRST STREET ,BONAPARTE,IA,52620,51,42683
30/09/2020,808354,8827,0,0,91202943,STATE BANK OF WHEATON,921 BROADWAY ,WHEATON,MN,56296,51,89866
30/09/2020,808653,15306,0,0,91302720,GARRISON STATE BANK AND TRUST,102 NORTH MAIN STREET ,GARRISON,ND,58540,51,154820
30/09/2020,809070,27716,700165,165,265070671,MUTUAL SAVINGS AND LOAN ASSOCIATION,2900 CLEARVIEW PKY ,METAIRIE,LA,70006,51,45614
30/09/2020,809276,32441,25160,0,244170877,"UNITED MIDWEST SAVINGS BANK, NATIONAL ASSOCIATION",101 SOUTH MAIN ST ,DE GRAFF,OH,43318,51,356286
30/09/2020,809379,29093,0,0,301271512,INVESTORS COMMUNITY BANK,522 WASHINGTON STREET ,CHILLICOTHE,MO,64601,51,79054
30/09/2020,809650,3302,10476,0,111916588,"TEXANA BANK, NATIONAL ASSOCIATION",124 EAST RUSH STREET ,LINDEN,TX,75563,41,232886
30/09/2020,809678,31109,0,6390,255072388,NORTH ARUNDEL SAVINGS BANK,125 MOUNTAIN ROAD ,PASADENA,MD,21122,41,44721
30/09/2020,809771,28116,0,921,325171122,YAKIMA FEDERAL SAVINGS AND LOAN ASSOCIATION,118 EAST YAKIMA AVENUE ,YAKIMA,WA,98901,51,1917494
30/09/2020,809856,15759,0,0,102104273,BANK OF BURLINGTON,410 14TH STREET ,BURLINGTON,CO,80807,51,73774
30/09/2020,810544,8511,0,15783,73902889,CRAWFORD COUNTY TRUST AND SAVINGS BANK,21 NORTH MAIN STREET ,DENISON,IA,51442,51,219753
30/09/2020,811046,953,0,11653,73000642,BANKERS TRUST COMPANY,453 7TH STREET ,DES MOINES,IA,50309,41,5627849
30/09/2020,811279,27757,0,230,243374250,"STANDARD BANK, PASB",4785 OLD WILLIAM PENN HIGHWAY ,MURRYSVILLE,PA,15668,51,1066107
30/09/2020,811457,3303,10598,0,111908758,"FIRST NATIONAL BANK OF LIPAN, THE",101 E. LIPAN ROAD ,LIPAN,TX,76462,41,27308
30/09/2020,811541,284,0,0,83903661,AUBURN BANKING COMPANY,218 WEST MAIN STREET ,AUBURN,KY,42206,51,91488
30/09/2020,811550,428,0,0,103112248,AMERICAN EXCHANGE BANK,510 WEST MAIN STREET ,HENRYETTA,OK,74437,51,75389
30/09/2020,811747,15734,0,14078,91409788,SECURITY SAVINGS BANK,100 SOUTH WEST STREET ,CANTON,SD,57013,51,447144
30/09/2020,812164,26474,18607,0,122241307,"STATE STREET BANK AND TRUST COMPANY OF CALIFORNIA, N.A.","3780 KILROY AIRPORT WAY, SUITE 200 ",LONG BEACH,CA,90082,31,
30/09/2020,812379,30166,0,12559,262287218,FIRST COMMUNITY BANK OF CULLMAN,420 2ND AVENUE SOUTHWEST ,CULLMAN,AL,35055,41,129310
30/09/2020,812436,16666,0,0,71922175,ITASCA BANK & TRUST CO.,308 WEST IRVING PARK ROAD ,ITASCA,IL,60143,51,696246
30/09/2020,812557,8941,0,0,91310864,BANK FORWARD,390 WHEAT STREET ,HANNAFORD,ND,58448,41,817113
30/09/2020,812614,10137,0,0,42103460,"COMMERCIAL BANK OF GRAYSON, THE",208 EAST MAIN STREET ,GRAYSON,KY,41143,41,198267
30/09/2020,813059,9128,0,0,91310369,HARWOOD STATE BANK,501 DAKOTA AVENUE ,HARWOOD,ND,58042,51,44518
30/09/2020,813572,31121,0,6420,255072045,CECIL BANK,127 NORTH STREET ,ELKTON,MD,21921,41,195004
30/09/2020,813853,5219,0,0,91917160,COMMUNITY RESOURCE BANK,1605 HERITAGE DRIVE ,NORTHFIELD,MN,55057,51,342921
30/09/2020,814074,31127,706432,6432,262184515,"FIRST FEDERAL BANK, A FSB","1300 MCFARLAND BOULEVARD, NORTHEAST ",TUSCALOOSA,AL,35406,51,176893
30/09/2020,814355,10982,0,0,91211471,SECURITY STATE BANK OF OKLEE,FIRST & MAIN ,OKLEE,MN,56742,51,34914
30/09/2020,814430,20234,15977,13121,66004367,CITY NATIONAL BANK OF FLORIDA,25 WEST FLAGLER STREET ,MIAMI,FL,33130,41,17382180
30/09/2020,814458,18660,0,0,114923976,CHARTER BANK,10502 LEOPARD STREET ,CORPUS CHRISTI,TX,784102621,51,317600
30/09/2020,814476,30183,0,4903,231271006,MILLVILLE SAVINGS BANK,100 ALBERTSON STREET ,MILLVILLE,NJ,8332,41,143272
30/09/2020,814551,9794,0,0,101206457,KEARNEY TRUST COMPANY,310 WEST HIGHWAY 92 ,KEARNEY,MO,64060,51,237599
30/09/2020,814711,8117,0,0,42107424,PEOPLES BANK & TRUST COMPANY OF HAZARD,524 MAIN STREET ,HAZARD,KY,41701,41,250058
30/09/2020,815053,8569,0,0,101204954,GOPPERT FINANCIAL BANK,710 OAK ,LATHROP,MO,64465,51,195354
30/09/2020,815147,8165,0,15036,72406865,HONOR BANK,2254 HENRY STREET ,HONOR,MI,49640,51,292186
30/09/2020,815156,15728,24604,0,91303664,"DAKOTA COMMUNITY BANK & TRUST, NATIONAL ASSOCIATION",609 MAIN STREET ,HEBRON,ND,58638,51,903784
30/09/2020,815277,35497,0,52095,236074525,QUAINT OAK BANK,501 KNOWLES AVENUE ,SOUTHAMPTON,PA,18966,41,421371
30/09/2020,815754,2327,0,0,103107839,BANK OF CHEROKEE COUNTY,110 E. MAIN ,HULBERT,OK,74441,51,134895
30/09/2020,815772,28157,0,1016,242071033,"CINCINNATUS SAVINGS AND LOAN COMPANY, THE",3300 HARRISON AVE ,CHEVIOT,OH,45211,51,105474
30/09/2020,816256,4123,10566,0,103110046,"FIRST NATIONAL BANK OF HOOKER, THE",119 NORTH BROADWAY ,HOOKER,OK,73945,51,82012
30/09/2020,816304,90234,0,0,211372996,MARBLEHEAD BANK,21 ATLANTIC AVE ,MARBLEHEAD,MA,1945,51,244421
30/09/2020,816603,23623,0,0,11500858,"WASHINGTON TRUST COMPANY, OF WESTERLY, THE",23 BROAD ST ,WESTERLY,RI,2891,41,5848437
30/09/2020,816751,8946,0,0,91306315,KINDRED STATE BANK,411 ELM ,KINDRED,ND,58051,51,32278
30/09/2020,817477,29121,0,2946,271171988,UNION SAVINGS BANK,223 WEST STEPHENSON STREET ,FREEPORT,IL,61032,51,170728
30/09/2020,817824,6384,1316,0,43000096,"PNC BANK, NATIONAL ASSOCIATION",222 DELAWARE AVENUE ,WILMINGTON,DE,19899,31,
30/09/2020,818401,90235,0,16539,211370752,MAIN STREET BANK,81 GRANGER BOULEVARD ,MARLBOROUGH,MA,1752,51,1192676
30/09/2020,818540,4477,3455,15806,73904890,"FIRST NATIONAL BANK OF MANNING, THE",401 MAIN STREET ,MANNING,IA,51455,41,70559
30/09/2020,818559,8191,0,0,91912547,"FIRST STATE BANK OF RED WING, THE",3209 SOUTH SERVICE DRIVE ,RED WING,MN,55066,51,87395
30/09/2020,818652,14864,14302,0,114904461,STOCKMENS NATIONAL BANK IN COTULLA,206 N. MAIN STREET ,COTULLA,TX,780142151,41,97272
30/09/2020,819154,11932,0,0,111910160,FIRST SECURITY STATE BANK,307 3RD STREET ,CRANFILLS GAP,TX,76637,51,142130
30/09/2020,819172,29975,0,4468,244171902,"PEOPLES SAVINGS BANK, THE",10 MONUMENT SQUARE ,URBANA,OH,43078,51,133043
30/09/2020,819453,9803,0,0,101904186,BANK OF ODESSA,301 WEST US 40 HIGHWAY ,ODESSA,MO,64076,41,307615
30/09/2020,819556,8527,0,0,111102431,CONCORDIA BANK & TRUST COMPANY,904 CARTER STREET ,VIDALIA,LA,71373,51,570364
30/09/2020,819855,19788,0,0,111316887,PEOPLES BANK,5820 82ND STREET ,LUBBOCK,TX,794243617,51,691999
30/09/2020,820048,1545,10408,0,73902274,"FIRST NATIONAL BANK AMES, IOWA",5TH AND BURNETT AVENUE ,AMES,IA,50010,41,986049
30/09/2020,820301,18237,0,8429,211174330,JEWETT CITY SAVINGS BANK,111 MAIN STREET BOX 335,JEWETT CITY,CT,6351,41,348242
30/09/2020,820477,29980,704475,4475,271970299,MIDLAND FEDERAL SAVINGS AND LOAN ASSOCIATION,8929 SOUTH HARLEM AVENUE ,BRIDGEVIEW,IL,604550000,51,119033
30/09/2020,820842,9788,0,0,81914814,BLOOMSDALE BANK,55 MILL HILL ROAD ,BLOOMSDALE,MO,63627,51,302609
30/09/2020,820879,29135,702969,2969,241271928,"FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF VAN WERT, OH",679 FOX ROAD ,VAN WERT,OH,45891,51,123612
30/09/2020,821036,18566,0,11022,71923404,PEOPLES BANK OF KANKAKEE COUNTY,315 MAIN STREET NW ,BOURBONNAIS,IL,60914,51,275316
30/09/2020,821157,10236,0,0,91301048,"GOOSE RIVER BANK, THE",44 WEST MAIN ,MAYVILLE,ND,58257,51,132594
30/09/2020,821559,26755,0,13707,91971627,"MINNESOTA FIRST CREDIT AND SAVINGS, INCORPORATED",1932 VIKING DRIVE NORTHWEST ,ROCHESTER,MN,55901,51,25497
30/09/2020,821643,11343,0,10514,73911812,ASHTON STATE BANK,317 THIRD STREET ,ASHTON,IA,51232,41,50094
30/09/2020,821906,18467,0,0,11102612,SALISBURY BANK AND TRUST COMPANY,5 BISSELL STREET ,LAKEVILLE,CT,6039,51,1292760
30/09/2020,822042,5019,0,9655,72402283,SOUTHERN MICHIGAN BANK & TRUST,51 WEST PEARL STREET ,COLDWATER,MI,49036,41,931394
30/09/2020,822051,10167,0,0,91204527,CITIZENS STATE BANK OF ROSEAU,118 MAIN AVENUE SOUTH ,ROSEAU,MN,56751,51,251754
30/09/2020,822275,28213,701149,1149,211370406,"WINTER HILL BANK, FSB",342 BROADWAY ,SOMERVILLE,MA,2145,51,350831
30/09/2020,822408,18209,0,8748,211174275,LITCHFIELD BANCORP,294 WEST STREET ,LITCHFIELD,CT,6759,51,290004
30/09/2020,822556,20099,0,0,111903232,"TEXAS EXCHANGE BANK, SSB",109 NORTH CROWLEY ROAD ,CROWLEY,TX,760362697,41,2115246
30/09/2020,822631,19796,0,17247,71108782,MIDLAND COMMUNITY BANK,112 MARKET STREET ,KINCAID,IL,62540,51,75236
30/09/2020,822846,8500,0,15780,73921585,FIRST STATE BANK,200 MOOREHEAD AVENUE ,IDA GROVE,IA,51445,51,176112
30/09/2020,823076,29986,0,4485,281071081,GUARDIAN SAVINGS BANK,3800 NAMEOKI ROAD ,GRANITE CITY,IL,62040,51,37168
30/09/2020,823133,926,14418,0,71102487,PEOPLES NATIONAL BANK OF KEWANEE,207 NORTH TREMONT STREET ,KEWANEE,IL,61443,51,410215
30/09/2020,823142,10804,0,0,81903715,DU QUOIN STATE BANK,15 EAST MAIN STREET ,DU QUOIN,IL,62832,41,119776
30/09/2020,823450,17643,14786,0,112202123,FIRST NATIONAL BANK,414 10TH STREET ,ALAMOGORDO,NM,883106766,51,407107
30/09/2020,823478,29147,0,2995,226072511,NORTHEAST COMMUNITY BANK,325 HAMILTON AVENUE ,WHITE PLAINS,NY,10601,51,951247
30/09/2020,823553,17569,0,0,101108050,"BANK OF DENTON, THE",510 MAIN STREET ,DENTON,KS,66017,51,18973
30/09/2020,823638,15580,0,17511,61206843,FIRST BANK OF COASTAL GEORGIA,250 WEST BACON STREET ,PEMBROKE,GA,31321,51,129506
30/09/2020,823656,9770,0,0,91206101,FIRST STATE BANK SOUTHWEST,202 EIGHTH AVENUE SOUTHEAST ,PIPESTONE,MN,56164,51,301009
30/09/2020,824242,13774,0,13729,73912060,BENTON COUNTY STATE BANK,212 LOCUST STREET NORTHEAST ,BLAIRSTOWN,IA,52209,51,50165
30/09/2020,824653,3161,4701,0,111906501,TEXAS HERITAGE NATIONAL BANK,107 WEBB STREET ,DAINGERFIELD,TX,75638,51,246924
30/09/2020,824671,29995,0,4504,231374916,PHOENIXVILLE FEDERAL BANK AND TRUST,564 NUTT ROAD ,PHOENIXVILLE,PA,19460,51,521262
30/09/2020,824738,3688,347,11616,71113984,FIRST NATIONAL BANK OF LACON,111 SOUTH BROAD ,LACON,IL,61540,51,65298
30/09/2020,825146,18429,0,10842,71123204,MORTON COMMUNITY BANK,721 WEST JACKSON ,MORTON,IL,61550,41,4511678
30/09/2020,825454,8282,0,0,81513574,FIRST MISSOURI STATE BANK,2910 BARRON ROAD ,POPLAR BLUFF,MO,63901,41,195560
30/09/2020,825548,1936,0,0,81509449,COMMUNITY STATE BANK OF MISSOURI,117 WEST CHURCH STREET ,BOWLING GREEN,MO,63334,51,260708
30/09/2020,825753,16863,0,0,91016566,CITIZENS INDEPENDENT BANK,5000 WEST 36TH STREET ,SAINT LOUIS PARK,MN,55416,41,345230
30/09/2020,825847,14195,0,0,73907729,FARMERS TRUST & SAVINGS BANK,101 NORTH MAIN STREET ,BUFFALO CENTER,IA,50424,51,267152
30/09/2020,825940,2733,0,0,83904505,BANK OF BUFFALO,2441 GREENSBURG ROAD ,BUFFALO,KY,42716,51,74161
30/09/2020,826451,2328,0,0,103103668,"AMERICAN EXCHANGE BANK, LINDSAY, OKLAHOMA",402 SOUTH MAIN STREET ,LINDSAY,OK,73052,51,73622
30/09/2020,826648,15772,0,0,73921873,MEDIAPOLIS SAVINGS BANK,605 MAIN STREET ,MEDIAPOLIS,IA,52637,51,192468
30/09/2020,826956,9423,0,0,91302966,CHOICE FINANCIAL GROUP,4501 23RD AVENUE SOUTH ,FARGO,ND,58104,41,2724653
30/09/2020,827355,4598,3959,0,101201164,"FIRST NATIONAL BANK OF NEVADA, THE",100 WEST WALNUT ,NEVADA,MO,64772,51,105181
30/09/2020,827458,8637,0,0,91305280,DAKOTA WESTERN BANK,202 SOUTH MAIN STREET ,BOWMAN,ND,58623,51,297933
30/09/2020,827560,25158,0,0,321381233,"FINANCE FACTORS, LIMITED","1164 BISHOP STREET, SUITE 300 ",HONOLULU,HI,96813,31,
30/09/2020,828110,19978,15733,0,31201085,"PENNSVILLE NATIONAL BANK, THE",170 SOUTH BROADWAY ,PENNSVILLE,NJ,8070,51,225868
30/09/2020,828174,29164,703019,3019,261270831,FIRST FEDERAL SAVINGS & LOAN ASSOCIATION OF VALDOSTA,411 NORTH PATTERSON STREET ,VALDOSTA,GA,316014605,51,210011
30/09/2020,828473,31184,706503,6503,231375151,CITIZENS SAVINGS BANK,500 SOUTH STATE STREET ,CLARKS SUMMIT,PA,18411,41,351782
30/09/2020,828651,19220,0,0,107001232,ANB BANK,3033 EAST 1ST AVENUE ,DENVER,CO,80206,41,3194435
30/09/2020,829032,20215,0,55051,51501325,"BCBANK, INC.",27 PIKE STREET ,PHILIPPI,WV,26416,51,151178
30/09/2020,829041,15675,0,0,83907913,CITIZENS BANK & TRUST COMPANY,201 EAST MAIN STREET ,CAMPBELLSVILLE,KY,42718,51,270440
30/09/2020,829050,4146,13770,0,103100250,"BANK, NATIONAL ASSOCIATION, THE",201 EAST CARL ALBERT PARKWAY ,MCALESTER,OK,74501,51,436139
30/09/2020,829452,9811,0,0,101206389,COMMERCIAL BANK OF OAK GROVE,1114 SOUTH BROADWAY ,OAK GROVE,MO,64075,51,95678
30/09/2020,830113,13209,0,0,41212815,"FORT JENNINGS STATE BANK, THE",120 NORTH WATER STREET ,FORT JENNINGS,OH,45844,51,202780
30/09/2020,830252,15501,0,0,114911519,"LYTLE STATE BANK OF LYTLE, TEXAS, THE",14631 S FM 2790 WEST ,LYTLE,TX,78052,51,94117
30/09/2020,830355,4145,5052,0,103100218,FIRST NATIONAL BANK & TRUST COMPANY OF MCALESTER,235 EAST CHOCTAW ,MCALESTER,OK,74501,51,523440
30/09/2020,830542,1552,0,12483,73900742,CBI BANK & TRUST,301 IOWA AVENUE ,MUSCATINE,IA,52761,51,681272
30/09/2020,830645,11319,0,9391,71107220,"FARMERS BANK OF MT. PULASKI, THE",130 SOUTH WASHINGTON STREET ,MOUNT PULASKI,IL,62548,41,57895
30/09/2020,830748,12113,0,0,81913158,GERMANTOWN TRUST & SAVINGS BANK,205 GERMANTOWN ROAD ,BREESE,IL,62230,51,435847
30/09/2020,831008,18194,0,10540,211170208,"GUILFORD SAVINGS BANK, THE",1 PARK STREET BOX 369,GUILFORD,CT,6437,51,944435
30/09/2020,831352,19480,0,0,91310518,BANK OF TURTLE LAKE,205 MAIN STREET ,TURTLE LAKE,ND,58575,51,57985
30/09/2020,831576,29177,0,0,284073785,BANKTENNESSEE,1125 WEST POPLAR ,COLLIERVILLE,TN,38017,51,355475
30/09/2020,831642,11228,0,0,75902337,FIRST CITIZENS STATE BANK,207 WEST MAIN STREET ,WHITEWATER,WI,53190,51,350717
30/09/2020,831875,31197,706517,6517,242170280,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION,655 MAIN STREET ,HAZARD,KY,41701,51,87674
30/09/2020,831941,15590,0,0,83907887,TAYLOR COUNTY BANK,201 LEBANON AVENUE ,CAMPBELLSVILLE,KY,42718,51,206032
30/09/2020,832528,2444,0,0,51502641,"CLAY COUNTY BANK, INC.",150 MAIN STREET ,CLAY,WV,25043,51,104895
30/09/2020,832546,14929,0,11332,72408290,WEST SHORE BANK,201 WEST LOOMIS STREET ,LUDINGTON,MI,49431,41,562904
30/09/2020,833404,23286,0,12488,211370642,FALL RIVER FIVE CENTS SAVINGS BANK,79 NORTH MAIN STREET ,FALL RIVER,MA,2720,41,1216888
30/09/2020,833749,5335,0,0,75901561,WOODTRUST BANK,181 2ND STREET SOUTH ,WISCONSIN RAPIDS,WI,54494,51,522939
30/09/2020,833758,25851,0,0,101105244,HEARTLAND TRI-STATE BANK,601 MORTON ,ELKHART,KS,67950,51,129709
30/09/2020,833851,8218,0,0,91905525,FIRST STATE BANK OF SWANVILLE,306 DEGRAFF AVENUE ,SWANVILLE,MN,56382,51,25599
30/09/2020,834175,29186,0,0,264171432,LAWRENCEBURG FEDERAL BANK,118 W. GAINES STREET ,LAWRENCEBURG,TN,38464,51,74339
30/09/2020,834755,12195,0,0,91201287,"LAKE BANK, THE",613 FIRST AVENUE ,TWO HARBORS,MN,55616,51,150239
30/09/2020,835079,28063,700827,827,242271969,"COVINGTON SAVINGS AND LOAN ASSOCIATION, THE",117 N HIGH ST ,COVINGTON,OH,45318,51,76666
30/09/2020,835257,9760,0,0,91915890,COMMUNITY BANK MANKATO,201 EAST MAIN STREET ,VERNON CENTER,MN,56090,51,366107
30/09/2020,835378,30043,0,4618,271170154,"BEARDSTOWN SAVINGS, S.B.",301 STATE STREET ,BEARDSTOWN,IL,62618,51,60349
30/09/2020,835444,11310,0,0,81203318,"BANK OF HERRIN, THE",101 SOUTH PARK AVENUE ,HERRIN,IL,62948,51,277395
30/09/2020,835613,8121,0,0,42107657,SECURITY BANK AND TRUST COMPANY,1 WEST 2ND STREET ,MAYSVILLE,KY,41056,51,58480
30/09/2020,835659,11465,0,0,101904225,TRI-COUNTY TRUST COMPANY,103 COMMERCE ,GLASGOW,MO,65254,51,63358
30/09/2020,835743,8232,0,0,84201663,"BANK OF HOLLY SPRINGS, THE",970 HIGHWAY 7 SOUTH ,HOLLY SPRINGS,MS,38635,51,266171
30/09/2020,835770,29188,703069,3069,275970130,FOX VALLEY SAVINGS BANK,51 EAST FIRST STREET ,FOND DU LAC,WI,54935,51,377541
30/09/2020,836656,4144,0,0,103105695,FARMERS AND MERCHANTS BANK,107 WEST MAIN ,MAYSVILLE,OK,73057,51,20550
30/09/2020,836843,14843,0,10044,73901233,MIDWESTONE BANK,102 SOUTH CLINTON STREET ,IOWA CITY,IA,52240,41,5323604
30/09/2020,836852,5271,0,0,91901558,ROUNDBANK,200 2ND STREET NE ,WASECA,MN,56093,51,371398
30/09/2020,837000,7072,13126,0,21411335,"FIRST NATIONAL BANK OF LONG ISLAND, THE",10 GLEN HEAD ROAD ,GLEN HEAD,NY,11545,41,4009635
30/09/2020,837046,13616,0,16259,73904502,CORYDON STATE BANK,201 WEST JACKSON ,CORYDON,IA,50060,51,104221
30/09/2020,837149,14735,0,0,83902468,"FIRST COMMUNITY BANK OF THE HEARTLAND, INC.",114 EAST JACKSON STREET ,CLINTON,KY,42031,51,304255
30/09/2020,837158,4148,5252,0,103101754,"FIRST NATIONAL BANK AND TRUST COMPANY OF MIAMI, THE",2 NORTH MAIN ,MIAMI,OK,74354,51,167622
30/09/2020,837354,5270,6544,0,91901561,"FIRST NATIONAL BANK OF WASECA, THE",101 N. STATE STREET ,WASECA,MN,56093,51,154674
30/09/2020,837448,11674,0,13398,71109846,WARREN-BOYNTON STATE BANK,702 WEST ILLINOIS STREET ,NEW BERLIN,IL,62670,51,183086
30/09/2020,837541,9259,0,0,81913556,FARMERS STATE BANK OF HOFFMAN,ROUTE 161 AND BROADWAY ,HOFFMAN,IL,62250,51,163279
30/09/2020,837608,17797,707794,7794,211370736,ROLLSTONE BANK & TRUST,780 MAIN STREET ,FITCHBURG,MA,1420,51,764491
30/09/2020,837653,3919,0,0,91310631,HEARTLAND STATE BANK,401 SECOND STREET ,EDGELEY,ND,58433,51,61970
30/09/2020,837840,11446,0,0,84201676,MERCHANTS & FARMERS BANK,650 HIGHWAY 7 SOUTH ,HOLLY SPRINGS,MS,38635,51,115914
30/09/2020,837952,26340,0,0,101104287,FLINT HILLS BANK,103 1/2 NORTH MAIN STREET ,ESKRIDGE,KS,66423,51,144405
30/09/2020,837970,27697,700133,133,265070545,FIFTH DISTRICT SAVINGS BANK,4000 GENERAL DEGAULLE DRIVE ,NEW ORLEANS,LA,70114,41,454395
30/09/2020,838155,17174,0,0,91311009,"PEOPLES STATE BANK, FAIRMOUNT, NORTH DAKOTA",201 MAIN AVENUE ,FAIRMOUNT,ND,58030,51,31469
30/09/2020,839068,1497,0,0,114904775,SECURITY STATE BANK,1000 NORTH OAK STREET ,PEARSALL,TX,780613409,51,690149
30/09/2020,839246,8775,0,0,83903098,BANK OF COLUMBIA,144 PUBLIC SQUARE ,COLUMBIA,KY,42728,51,172244
30/09/2020,839255,16127,0,0,103012843,FNB COMMUNITY BANK,2911 SOUTH AIR DEPOT ,MIDWEST CITY,OK,73110,41,507397
30/09/2020,839572,32242,708039,8039,242272324,"LIBERTY SAVINGS BANK, F.S.B.",3435 AIRBORNE ROAD SUITE B,WILMINGTON,OH,45177,51,800800
30/09/2020,839817,288,0,0,42104579,FARMERS & TRADERS BANK OF CAMPTON,215 MOUNTAIN PARKWAY ,CAMPTON,KY,41301,41,54854
30/09/2020,839974,29206,0,3099,311971705,"GRAHAM SAVINGS AND LOAN, SSB",745 ELM STREET ,GRAHAM,TX,76450,51,145645
30/09/2020,840019,262,0,0,42104469,CITIZENS BANK,411 DYSART WAY ,MOUNT VERNON,KY,40456,51,155005
30/09/2020,840251,4664,0,0,101102289,HOME BANK AND TRUST COMPANY,217 NORTH MAIN ,EUREKA,KS,67045,51,134199
30/09/2020,840354,5278,0,0,91210922,FIRST FINANCIAL BANK IN WINNEBAGO,1 MAIN STREET SOUTH ,WINNEBAGO,MN,56098,51,50508
30/09/2020,840363,3387,0,0,111308057,FIRSTBANK SOUTHWEST,2401 S GEORGIA ST ,AMARILLO,TX,791091924,51,1175624
30/09/2020,840578,28085,0,0,244271543,NELSONVILLE HOME & SAVINGS,9 W COLUMBUS ST ,NELSONVILLE,OH,45764,51,33020
30/09/2020,840747,12855,0,10512,73908045,FARMERS STATE BANK,"131 TOWER PARK DRIVE, SUITE 100 ",WATERLOO,IA,50701,51,1313291
