Reporting Period End Date,IDRSSD,FDIC Certificate Number,OCC Charter Number,OTS Docket Number,Primary ABA Routing Number,Financial Institution Name,Financial Institution Address,Financial Institution City,Financial Institution State,Financial Institution Zip Code,Financial Institution Filing Type,RCON2170
30/09/2021,370954,12298,0,0,111908787,"COWBOY BANK OF TEXAS, THE",100 MAIN STREET ,MAYPEARL,TX,76064,51,114728
30/09/2021,371223,6662,0,0,42206574,RIVERHILLS BANK,553 CHAMBER DRIVE ,MILFORD,OH,45150,51,252324
30/09/2021,371232,15913,0,0,71911652,FIRST COMMUNITY BANK AND TRUST,1111 DIXIE HIGHWAY ,BEECHER,IL,60401,51,199773
30/09/2021,371362,1219,0,0,111308552,WELLINGTON STATE BANK,1000 8TH STREET ,WELLINGTON,TX,790952702,51,514297
30/09/2021,371559,25161,18233,0,103103354,COMMUNITY NATIONAL BANK OF OKARCHE,"653 N MAIN, HIGHWAY 81 ",OKARCHE,OK,73762,51,130214
30/09/2021,371755,5113,7647,0,91200738,"FIRST NATIONAL BANK OF CHISHOLM, THE",101 WEST LAKE STREET ,CHISHOLM,MN,55719,41,88644
30/09/2021,371849,11715,0,0,71116813,BANK OF YATES CITY,107 EAST MAIN STREET ,YATES CITY,IL,61572,51,74844
30/09/2021,371924,7848,0,0,43310980,COMMUNITY BANK,100 NORTH MARKET STREET ,CARMICHAELS,PA,15320,51,1472896
30/09/2021,371942,11719,0,0,81214161,LIBERTY BANK,1002 NORTH MAIN STREET ,LIBERTY,IL,62347,51,124883
30/09/2021,372444,3808,10079,0,81903540,"LITCHFIELD NATIONAL BANK, THE",316 NORTH STATE STREET ,LITCHFIELD,IL,62056,51,120504
30/09/2021,372538,12611,0,10962,65202445,"EVANGELINE BANK AND TRUST COMPANY, THE",497 WEST MAIN STREET ,VILLE PLATTE,LA,70586,51,825942
30/09/2021,372640,13801,0,0,74910692,FARMERS AND MERCHANTS BANK,6464 MERCHANTS DRIVE ,LAOTTO,IN,46763,51,216685
30/09/2021,372855,21955,0,0,101102920,STRYV BANK,6160 NORTH BROADWAY ,WICHITA,KS,67219,41,167176
30/09/2021,373272,29430,0,3439,243374263,COMPASS SAVINGS BANK,111 WESTINGHOUSE AVE ,WILMERDING,PA,15148,51,49623
30/09/2021,373553,3335,0,0,111304381,FIRST BANK AND TRUST OF MEMPHIS,501 MAIN ST ,MEMPHIS,TX,79245,51,61713
30/09/2021,373601,12013,0,0,221272329,UNION COUNTY SAVINGS BANK,320 NORTH BROAD STREET ,ELIZABETH,NJ,7207,41,1902145
30/09/2021,374130,16369,0,11094,62105710,"CITIZENS BANK, THE",301 SOUTH EDWARDS STREET ,ENTERPRISE,AL,36330,51,201349
30/09/2021,374653,6085,0,0,91408598,FIRST PREMIER BANK,500 SOUTH MINNESOTA AVE ,SIOUX FALLS,SD,57104,41,3462384
30/09/2021,374774,33026,0,0,263187320,SURETY BANK,990 NORTH WOODLAND BOULEVARD ,DELAND,FL,32720,51,184836
30/09/2021,375034,18509,0,0,71923349,WEST SUBURBAN BANK,711 SOUTH WESTMORE MEYERS ROAD ,LOMBARD,IL,60148,41,2901235
30/09/2021,375043,3809,9408,0,81206807,"PEOPLES NATIONAL BANK, NATIONAL ASSOCIATION",520 SOUTH 42ND STREET ,MOUNT VERNON,IL,62864,41,1513664
30/09/2021,375379,29449,703468,3468,271071114,NORTH SIDE FEDERAL SAVINGS AND LOAN ASSOCIATION OF CHICAGO,5159 NORTH CLARK STREET ,CHICAGO,IL,60640,51,51088
30/09/2021,375502,90141,0,11438,211374020,"PROVIDENT BANK, THE",5 MARKET STREET ,AMESBURY,MA,1913,51,1624862
30/09/2021,375566,26543,20078,0,111916452,FIRST NATIONAL BANK,3801 FAIRWAY ,WICHITA FALLS,TX,763102402,51,958744
30/09/2021,375650,3336,0,0,111318610,MENARD BANK,201 ELLIS ,MENARD,TX,76859,51,66417
30/09/2021,376237,855,0,17337,62202192,MERCHANTS & FARMERS BANK OF GREENE COUNTY,302 PRAIRIE AVENUE ,EUTAW,AL,35462,51,89772
30/09/2021,376273,28679,702130,2130,275071356,"NORTH SHORE BANK, F.S.B.",15700 WEST BLUEMOUND ROAD ,BROOKFIELD,WI,53005,41,2591161
30/09/2021,376442,4519,0,0,73902766,FIRST BANK,316 EAST BREMER AVENUE ,WAVERLY,IA,50677,41,639342
30/09/2021,376947,17830,0,0,81518524,CITIZENS' BANK OF CHARLESTON,207 EAST COMMERCIAL STREET ,CHARLESTON,MO,63834,51,161711
30/09/2021,377663,5589,0,0,111920325,FANNIN BANK,230 E 3RD ST ,BONHAM,TX,754184416,41,139010
30/09/2021,377850,17001,0,0,103000677,FIRST SECURITY BANK AND TRUST COMPANY,1541 NORTHEAST 23RD STREET ,OKLAHOMA CITY,OK,73111,51,61619
30/09/2021,377908,19943,0,0,11301390,CENTURY BANK AND TRUST COMPANY,102 FELLSWAY WEST ,SOMERVILLE,MA,2145,41,7112322
30/09/2021,378044,5619,0,0,82905136,COMMUNITY STATE BANK,208 WEST FOURTH STREET ,BRADLEY,AR,71826,51,30597
30/09/2021,378110,389,0,0,44112488,"PEOPLES BANK, THE",103 EAST WIGGIN STREET ,GAMBIER,OH,43022,51,67056
30/09/2021,379050,16561,0,0,91216081,STATE BANK OF EASTON,50 MAIN STREET ,EASTON,MN,56025,51,21668
30/09/2021,379153,3190,12739,0,111914878,"FIRST NATIONAL BANK OF EVANT, THE",115 SOUTH MEMORY LANE ,EVANT,TX,76525,51,146822
30/09/2021,379470,26450,0,5824,211370451,CANTON CO-OPERATIVE BANK,671 WASHINGTON STREET ,CANTON,MA,2021,51,152637
30/09/2021,379649,11252,21165,0,82903057,FIRST NATIONAL BANK OF IZARD COUNTY,2184 ARKANSAS 56 HIGHWAY ,CALICO ROCK,AR,72519,41,201246
30/09/2021,379920,7888,249,0,43318092,FIRST NATIONAL BANK OF PENNSYLVANIA,166 MAIN STREET ,GREENVILLE,PA,16125,41,39353133
30/09/2021,380346,10500,0,0,73916532,FARMERS SAVINGS BANK,3542 168TH STREET ,WEVER,IA,52658,51,140655
30/09/2021,380458,26906,0,0,114917335,TEXAS REGIONAL BANK,6770 WEST EXPRESSWAY 83 ,HARLINGEN,TX,78552,51,1877624
30/09/2021,380533,1786,0,0,71114255,LONGVIEW BANK,102 SOUTH EAST AVENUE ,OGDEN,IL,61859,51,255774
30/09/2021,380654,14994,0,0,91804406,STATE BANK OF ARCADIA,131 WEST MAIN STREET ,ARCADIA,WI,54612,51,210645
30/09/2021,380878,29495,703551,3551,241271931,VAN WERT FEDERAL SAVINGS BANK,976 S SHANNON ST ,VAN WERT,OH,45891,51,127812
30/09/2021,380944,15228,0,0,75901972,"BANK OF KAUKAUNA, THE",264 WEST WISCONSIN AVENUE ,KAUKAUNA,WI,54130,51,125906
30/09/2021,381026,13802,0,0,42208174,"TWIN VALLEY BANK, THE",2 EAST DAYTON STREET ,WEST ALEXANDRIA,OH,45381,41,115417
30/09/2021,381343,4533,0,0,101901396,CITIZENS BANK AND TRUST COMPANY,7553 NW BARRY ROAD ,KANSAS CITY,MO,64153,41,1009250
30/09/2021,381932,16246,713248,13248,61211171,COMMERCIAL BANKING COMPANY,3462 NORTH VALDOSTA ROAD ,VALDOSTA,GA,31602,51,323906
30/09/2021,381950,5074,3886,0,91108539,"FIRST NATIONAL BANK OF SAINT IGNACE, THE",132 NORTH STATE STREET ,SAINT IGNACE,MI,49781,51,388198
30/09/2021,382050,1095,0,0,91101280,CENTRAL SAVINGS BANK,511 BINGHAM AVENUE ,SAULT SAINTE MARIE,MI,49783,41,405249
30/09/2021,382069,24961,0,0,114912709,INTERNATIONAL BANK OF COMMERCE,908 NORTH US HIGHWAY 83 ,ZAPATA,TX,78076,41,471707
30/09/2021,382256,5478,0,0,104902033,STANTON STATE BANK,924 IVY STREET ,STANTON,NE,68779,51,57854
30/09/2021,382274,28722,702228,2228,274970500,KENTLAND FEDERAL SAVINGS AND LOAN ASSOCIATION,116 NORTH 3RD STREET ,KENTLAND,IN,47951,51,2855
30/09/2021,382443,14392,0,0,73906160,FARMERS TRUST AND SAVINGS BANK,510 ELM STREET ,WILLIAMSBURG,IA,52361,51,172741
30/09/2021,382537,51,0,14338,62203874,"BANK OF VERNON, THE",44825 HWY 17 ,VERNON,AL,35592,51,220583
30/09/2021,382649,15565,0,0,81203208,FIRST SOUTHERN BANK,300 TOWER SQUARE ,MARION,IL,62959,51,781000
30/09/2021,382658,22895,0,0,101903763,PUTNAM COUNTY STATE BANK,1522 MAIN ,UNIONVILLE,MO,63565,51,259023
30/09/2021,382742,1008,0,17106,72407741,BANK MICHIGAN,417 SOUTH MAIN STREET ,BROOKLYN,MI,49230,51,129568
30/09/2021,382854,15347,0,0,81518045,SECURITY BANK OF PULASKI COUNTY,601 MARSHALL DRIVE ,SAINT ROBERT,MO,65584,41,125034
30/09/2021,384018,24920,0,0,26007443,WOORI AMERICA BANK,330 5TH AVENUE ,NEW YORK,NY,10001,51,2707053
30/09/2021,384278,31313,706707,6707,263184488,FIRST FEDERAL BANK,4705 WEST U.S. HIGHWAY 90 ,LAKE CITY,FL,32055,41,3234722
30/09/2021,384353,10635,0,0,104908723,BANK OF STEINAUER,215 MAIN STREET ,STEINAUER,NE,68441,51,13777
30/09/2021,384652,20727,15980,0,111904503,"DALLAS CAPITAL BANK, NATIONAL ASSOCIATION","14185 DALLAS PARKWAY,SUITE 200 ",DALLAS,TX,75254,51,1007777
30/09/2021,384830,16417,0,0,65404544,CITIZENS BANK & TRUST COMPANY,222 NORTH NEW HAMPSHIRE ,COVINGTON,LA,70433,51,164239
30/09/2021,385350,12349,0,0,91804723,COMMUNITY BANK OF CAMERON,101 WEST MAIN STREET ,CAMERON,WI,54822,51,163198
30/09/2021,385471,31999,0,0,304972038,MADISON COUNTY BANK,111 WEST THIRD STREET ,MADISON,NE,68748,51,520184
30/09/2021,385547,11463,0,0,101205445,"CITIZENS-FARMERS BANK OF COLE CAMP, THE",121 EAST MAIN STREET ,COLE CAMP,MO,65325,51,160218
30/09/2021,385686,34058,0,12260,221283347,LUSITANIA SAVINGS BANK,107 PULASKI STREET ,NEWARK,NJ,7105,51,392149
30/09/2021,386432,20429,0,0,62201847,LIBERTY BANK,40956 HIGHWAY 75 ,GERALDINE,AL,35974,51,181958
30/09/2021,386450,14312,0,0,104905616,FIVE POINTS BANK OF HASTINGS,2815 OSBORNE DRIVE WEST ,HASTINGS,NE,68901,41,499947
30/09/2021,386731,861,0,14010,62203670,STATE BANK & TRUST,1945 U S HIGHWAY 43 ,WINFIELD,AL,35594,51,295133
30/09/2021,386825,6732,13847,0,43205875,"CITIZENS NATIONAL BANK OF WOODSFIELD, THE",143 S MAIN ST ,WOODSFIELD,OH,43793,51,152714
30/09/2021,386852,25268,0,0,101904911,CENTRAL BANK OF WARRENSBURG,401 NORTH MCGUIRE ,WARRENSBURG,MO,64093,41,358783
30/09/2021,387055,1778,0,0,102100662,"STATE BANK, THE",124 COLORADO AVENUE ,LA JUNTA,CO,81050,51,129920
30/09/2021,387671,29537,703619,3619,302373118,FIRST FEDERAL BANK & TRUST,671 ILLINOIS STREET ,SHERIDAN,WY,82801,51,415920
30/09/2021,388155,13905,14005,0,103100878,FIRST TEXOMA NATIONAL BANK,220 WEST MAIN STREET ,DURANT,OK,74701,51,224257
30/09/2021,388258,18094,0,0,101104588,MARQUETTE FARMERS STATE BANK OF MARQUETTE KANSAS,205 NORTH WASHINGTON ,MARQUETTE,KS,67464,51,31607
30/09/2021,388557,10641,0,0,104908859,RIVERSTONE BANK,600 S. 4TH STREET ,EAGLE,NE,68347,51,117366
30/09/2021,388744,17622,0,12071,72405442,ALDEN STATE BANK,10564 COY STREET ,ALDEN,MI,49612,51,291142
30/09/2021,388753,10571,0,0,91210249,FARMERS AND MERCHANTS STATE BANK OF ALPHA,210 NORTH MAIN STREET ,ALPHA,MN,56111,51,41516
30/09/2021,388874,30388,0,5267,302170340,GUNNISON SAVINGS AND LOAN ASSOCIATION,303 NORTH MAIN STREET ,GUNNISON,CO,81230,51,113028
30/09/2021,389358,11907,0,0,111320899,SECURITY STATE BANK,AVENUE 'A' & 5TH STREETS ,FARWELL,TX,79325,51,201985
30/09/2021,389376,30395,705275,5275,304972232,TECUMSEH FEDERAL BANK,160 NORTH 4TH STREET ,TECUMSEH,NE,68450,51,50517
30/09/2021,389826,9440,0,0,44108078,"PATASKALA BANKING COMPANY, THE",354 S MAIN ST ,PATASKALA,OH,43062,51,40695
30/09/2021,390372,28780,702349,2349,252070299,ARUNDEL FEDERAL SAVINGS BANK,655 CRAIN HIGHWAY SOUTH ,GLEN BURNIE,MD,21061,51,452594
30/09/2021,390840,14722,0,14358,72404320,UNION BANK,933 FOURTH AVENUE ,LAKE ODESSA,MI,48849,51,304344
30/09/2021,391418,8122,0,0,42105882,FIRST & PEOPLES BANK AND TRUST COMPANY,1001 DIEDERICH ,RUSSELL,KY,41169,51,240675
30/09/2021,391557,21255,0,0,103101767,LAKESIDE BANK OF SALINA,103 WEST FERRY ,SALINA,OK,74365,51,48838
30/09/2021,391575,29566,703676,3676,286371663,"UNITED FIDELITY BANK, FSB",18 NORTH WEST FOURTH STREET ,EVANSVILLE,IN,47708,31,
30/09/2021,391959,14281,0,0,104904277,FIRST BANK OF UTICA,785 D STREET ,UTICA,NE,68456,41,77872
30/09/2021,391977,28788,0,2365,231271284,STURDY SAVINGS BANK,9417 3RD AVENUE ,STONE HARBOR,NJ,8247,51,1258351
30/09/2021,392152,8108,0,0,101109538,NEW CENTURY BANK,1211 28TH STREET ,BELLEVILLE,KS,66935,51,58146
30/09/2021,392255,5087,6813,0,91204080,FIRST NATIONAL BANK,31 CENTRAL STREET EAST ,BAGLEY,MN,56621,51,109007
30/09/2021,392778,30428,0,5322,231270366,CENTURY SAVINGS BANK,1376 W. SHERMAN AVENUE ,VINELAND,NJ,8360,51,609901
30/09/2021,393252,3197,7045,0,111308358,"FIRST NATIONAL BANK OF FLOYDADA, THE",124 S. MAIN ,FLOYDADA,TX,792352736,51,115132
30/09/2021,393355,1418,0,0,101205050,BANK OF WESTON,18255 HWY 45 NORTH ,WESTON,MO,64098,41,190632
30/09/2021,393953,19603,15593,0,113100570,"HOMETOWN BANK, NATIONAL ASSOCIATION",1801 45TH ST ,GALVESTON,TX,77550,51,886124
30/09/2021,394156,4196,9987,0,103103435,"SNB BANK, NATIONAL ASSOCIATION",503 SOUTH MAIN STREET ,SHATTUCK,OK,73858,51,134791
30/09/2021,394259,5835,0,0,101102768,"FIRST STATE BANK, THE",105 WEST MAIN STREET ,NORTON,KS,67654,41,490034
30/09/2021,395238,873,0,14036,61100606,SYNOVUS BANK,1148 BROADWAY ,COLUMBUS,GA,31901,41,55429360
30/09/2021,396057,10741,0,0,91805683,INDEPENDENCE STATE BANK,23942 SENTY DRIVE ,INDEPENDENCE,WI,54747,51,81403
30/09/2021,396244,26703,0,0,83000726,"RIVER CITY BANK, INC.",500 SOUTH SIXTH STREET ,LOUISVILLE,KY,40202,41,381297
30/09/2021,396253,25738,18430,0,103103451,FIRST NATIONAL BANK AND TRUST COMPANY,130 EAST MACARTHUR ,SHAWNEE,OK,74804,51,649916
30/09/2021,396356,13697,0,0,101109745,OLPE STATE BANK,202 WESTPHALIA ,OLPE,KS,66865,51,47510
30/09/2021,396954,13006,0,0,112321318,"PECOS COUNTY STATE BANK, THE",500 N. MAIN ,FORT STOCKTON,TX,797355697,51,312063
30/09/2021,397456,17913,14842,0,112323387,FIRST NATIONAL BANK OF FORT STOCKTON,1000 WEST DICKINSON BOULEVARD ,FORT STOCKTON,TX,79735,41,143318
30/09/2021,397531,903,0,0,71003405,AMALGAMATED BANK OF CHICAGO,30 NORTH LA SALLE STREET ,CHICAGO,IL,60602,51,1013379
30/09/2021,397540,3864,1950,0,82900319,"FIRST NATIONAL BANK OF FORT SMITH, THE",602 GARRISON AVENUE ,FORT SMITH,AR,72901,41,1824627
30/09/2021,397559,10643,0,0,104110113,DUNDEE BANK,5015 UNDERWOOD AVE ,OMAHA,NE,68132,51,458486
30/09/2021,397755,22319,0,0,81511631,LEGACY BANK & TRUST COMPANY,1500 NORTH MAIN ,MOUNTAIN GROVE,MO,65711,51,700881
30/09/2021,397858,16908,0,0,103109772,SPIRO STATE BANK,1008 W BROADWAY STREET ,SPIRO,OK,74959,51,60024
30/09/2021,398051,5377,0,0,104901911,FARMERS AND MERCHANTS BANK OF ASHLAND,1501 SILVER STREET ,ASHLAND,NE,68003,41,112405
30/09/2021,398248,16757,0,0,74903544,CAMPBELL & FETTER BANK,126 SOUTH ORCHARD STREET ,KENDALLVILLE,IN,46755,41,372691
30/09/2021,398668,23472,24526,0,122038691,"BANK OF NEW YORK MELLON TRUST COMPANY, NATIONAL ASSOCIATION, THE","400 SOUTH HOPE STREET, SUITE 500 ",LOS ANGELES,CA,90071,31,
30/09/2021,398837,8231,0,9508,65301744,COPIAH BANK,101 CALDWELL DRIVE ,HAZLEHURST,MS,39083,51,289604
30/09/2021,399357,11261,0,0,102104341,MCCLAVE STATE BANK,101 EAST FIRST STREET ,MC CLAVE,CO,81057,51,46722
30/09/2021,399517,13876,0,0,31306278,CNB BANK,1 SOUTH SECOND STREET ,CLEARFIELD,PA,16830,41,5225629
30/09/2021,399731,8532,0,0,65201750,BANK OF ERATH,105 WEST EDWARDS STREET ,ERATH,LA,70533,41,113319
30/09/2021,399973,29645,0,0,271173368,"FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF CENTRAL ILLINOIS, S.B.",200 NORTH MORGAN ,SHELBYVILLE,IL,62565,51,172378
30/09/2021,400057,16162,0,0,81511754,FIRST STATE BANK OF PURDY,KAY AVENUE ,PURDY,MO,65734,51,208319
30/09/2021,400141,2759,0,0,83901087,"FNB BANK, INC.",101 EAST BROADWAY ,MAYFIELD,KY,42066,51,577504
30/09/2021,400365,24603,17862,0,114912220,"FIRST COMMERCIAL BANK, NATIONAL ASSOCIATION",1336 EAST COURT STREET ,SEGUIN,TX,78155,51,529493
30/09/2021,400767,22669,0,0,124201565,NEVADA BANK AND TRUST COMPANY,210 FRONT STREET ,CALIENTE,NV,89008,51,214958
30/09/2021,401072,28860,0,2505,302170476,CENTURY SAVINGS AND LOAN ASSOCIATION,233 EAST MAIN STREET ,TRINIDAD,CO,81082,51,101820
30/09/2021,401559,3977,12877,0,91408462,DNB NATIONAL BANK,305 4TH STREET WEST ,CLEAR LAKE,SD,57226,51,109242
30/09/2021,401755,25703,0,0,103112073,"BANK OF THE WEST, THE",101 SOUTH MAIN STREET ,THOMAS,OK,73669,51,158326
30/09/2021,401906,19532,0,10566,211274476,SKOWHEGAN SAVINGS BANK,13 ELM STREET ,SKOWHEGAN,ME,4976,51,771745
30/09/2021,401951,8197,0,0,91205869,PORTAGE BANK,104 W. MAIN ST. ,CEYLON,MN,56121,51,32918
30/09/2021,402846,234,0,0,73920683,POCAHONTAS STATE BANK,233 NORTH MAIN ,POCAHONTAS,IA,50574,51,112836
30/09/2021,402873,28703,0,2186,242272887,"VERSAILLES SAVINGS AND LOAN COMPANY, THE",10413 KLEY ROAD ,VERSAILLES,OH,45380,51,62618
30/09/2021,403067,25644,18358,0,121040651,"BEACON BUSINESS BANK, NATIONAL ASSOCIATION","88 KEARNY STREET, SUITE 1750 ",SAN FRANCISCO,CA,94108,51,179511
30/09/2021,403151,5496,0,0,104900349,CORNERSTONE BANK,529 NORTH LINCOLN AVENUE ,YORK,NE,68467,41,1981023
30/09/2021,403179,28405,0,1528,325170848,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF PORT ANGELES,1603 EAST FIRST STREET ,PORT ANGELES,WA,98362,51,1843613
30/09/2021,403254,13986,8004,0,102101441,"TRANSACT BANK, NATIONAL ASSOCIATION","700 17TH STREET, SUITE 100 ",DENVER,CO,80202,51,19004
30/09/2021,403656,18145,0,0,91409351,STATE BANK OF EAGLE BUTTE,124 MAIN STREET ,EAGLE BUTTE,SD,57625,51,91984
30/09/2021,403870,29675,703870,3870,271173724,IROQUOIS FEDERAL SAVINGS AND LOAN ASSOCIATION,201 EAST CHERRY STREET ,WATSEKA,IL,60970,51,767055
30/09/2021,403946,19608,0,0,75909945,"PARK BANK, THE",1801 GREENWAY CROSS ,MADISON,WI,53713,51,1265757
30/09/2021,404653,11934,0,0,113113923,DOMINION BANK,"17304 PRESTON ROAD, SUITE 150 ",DALLAS,TX,75252,51,372554
30/09/2021,404943,12417,0,0,73919270,TRI-VALLEY BANK,104 MAIN STREET ,RANDOLPH,IA,51649,51,74894
30/09/2021,406022,5873,0,12844,55002150,WOODSBORO BANK,5 N. MAIN STREET ,WOODSBORO,MD,21798,51,372973
30/09/2021,406059,21329,16226,0,111900549,"NATIONAL BANK OF TEXAS AT FORT WORTH, THE",2535 N.E. 28TH ,FORT WORTH,TX,76106,51,391541
30/09/2021,406666,16866,0,0,111322664,WEST TEXAS STATE BANK,5009 COLLEGE AVENUE ,SNYDER,TX,79549,51,184604
30/09/2021,406974,22578,0,0,124302503,BRIGHTON BANK,7101 SOUTH HIGHLAND DRIVE ,SALT LAKE CITY,UT,84121,51,308262
30/09/2021,407168,1218,0,0,111317844,FIRST STATE BANK,1 N.E. COURT PL ,SPEARMAN,TX,790812323,51,137406
30/09/2021,407506,18198,0,8452,211174178,ION BANK,251 CHURCH STREET BOX 370,NAUGATUCK,CT,6770,51,1782194
30/09/2021,407645,9263,14369,0,71916042,"STILLMAN BANCCORP, N.A.",101 EAST MAIN STREET ,STILLMAN VALLEY,IL,61084,51,628533
30/09/2021,407850,12293,0,0,91407942,FARMERS STATE BANK,102 WEST MAIN STREET ,HOSMER,SD,57448,51,22180
30/09/2021,408307,90146,0,14766,211370998,ATHOL SAVINGS BANK,444 MAIN STREET ,ATHOL,MA,1331,41,539880
30/09/2021,408642,23537,0,0,75912479,BANKERS' BANK,7700 MINERAL POINT ROAD ,MADISON,WI,53717,51,1433433
30/09/2021,408875,31390,25139,0,263184815,"AXIOM BANK, NATIONAL ASSOCIATION",258 SOUTHHALL LANE ,MAITLAND,FL,32751,51,631966
30/09/2021,409265,15460,0,0,111305571,SPUR SECURITY BANK,120 W. HARRIS ,SPUR,TX,793702326,51,52577
30/09/2021,410159,18483,0,0,91409458,ANDES STATE BANK,213 MAIN ,LAKE ANDES,SD,57356,51,23465
30/09/2021,410560,16695,0,0,111308633,FIRST STATE BANK,302 NORTH MAIN ,STRATFORD,TX,79084,51,308135
30/09/2021,410748,18171,0,0,81023019,BANK OF O'FALLON,901 SOUTH LINCOLN AVENUE ,O'FALLON,IL,62269,41,370199
30/09/2021,410917,2725,11544,0,42101446,"CITIZENS NATIONAL BANK OF SOMERSET, THE",44 PUBLIC SQUARE ,SOMERSET,KY,42501,51,618706
30/09/2021,410944,8758,0,0,73921048,CITIZENS BANK,500 WEST MAIN STREET ,SAC CITY,IA,50583,51,65814
30/09/2021,411062,5538,9813,0,111307252,"FIRST NATIONAL BANK OF STERLING CITY, THE",4TH AND MAIN STREETS ,STERLING CITY,TX,76951,51,226135
30/09/2021,411174,31409,706902,6902,242170442,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION,211 WEST MAIN STREET ,MOREHEAD,KY,40351,51,36436
30/09/2021,411231,16386,0,14591,62105723,BRANTLEY BANK & TRUST COMPANY,9402 NORTH MAIN ST ,BRANTLEY,AL,36009,51,108484
30/09/2021,411240,3827,11780,0,81915075,"OLD EXCHANGE NATIONAL BANK OF OKAWVILLE, THE",110 EAST WALNUT STREET ,OKAWVILLE,IL,62271,51,85862
30/09/2021,411473,32367,708190,8190,255071444,"SEVERN SAVINGS BANK, FSB DBA SEVERN BANK",200 WESTGATE CIRCLE ,ANNAPOLIS,MD,21401,41,1113906
30/09/2021,411512,7461,0,0,31315269,CENTRIC BANK,4320 LINGLESTOWN ROAD ,HARRISBURG,PA,17112,41,1111239
30/09/2021,411549,16394,0,0,71110424,TABLE GROVE STATE BANK,121 SOUTH BROADWAY ,TABLE GROVE,IL,614820215,51,50275
30/09/2021,411576,30585,0,5592,275971142,MAYVILLE SAVINGS BANK,200 SOUTH MAIN STREET ,MAYVILLE,WI,53050,41,75536
30/09/2021,411624,6700,0,0,42211572,SOMERVILLE BANK,197 SOUTH MAIN STREET ,SOMERVILLE,OH,45064,41,256311
30/09/2021,411651,13662,0,0,104102095,"FARMERS AND MERCHANTS STATE BANK, BLOOMFIELD, NEBRASKA",103 NORTH BROADWAY ,BLOOMFIELD,NE,68718,51,172743
30/09/2021,412153,8322,0,0,104110919,NEBRASKA STATE BANK AND TRUST COMPANY,945 SOUTH D STREET ,BROKEN BOW,NE,68822,51,293561
30/09/2021,412452,4217,0,0,103105488,COMMUNITY BANK OF OKLAHOMA,101 WEST HIGHWAY 62 ,VERDEN,OK,73092,51,105951
30/09/2021,412555,4766,0,0,101102784,SJN BANK OF KANSAS,116 E 3RD AVE ,SAINT JOHN,KS,67576,51,228559
30/09/2021,412667,18780,0,0,111301436,SUNDOWN STATE BANK,501 SOUTH SLAUGHTER AVENUE ,SUNDOWN,TX,79372,51,199225
30/09/2021,412751,23220,16892,0,113008465,WOODFOREST NATIONAL BANK,1330 LAKE ROBBINS DRIVE ,THE WOODLANDS,TX,77380,41,9534970
30/09/2021,412845,14567,14217,0,81204126,FIRST NATIONAL BANK IN OLNEY,101 EAST MAIN STREET ,OLNEY,IL,62450,51,415103
30/09/2021,412872,28478,0,0,281371613,FARMERS AND MECHANICS FEDERAL SAVINGS BANK,225 EAST MAIN STREET ,BLOOMFIELD,IN,47424,51,106249
30/09/2021,413141,17438,14740,11072,72412435,FIRST NATIONAL BANK OF AMERICA,241 EAST SAGINAW STREET ,EAST LANSING,MI,48823,41,3182502
30/09/2021,413208,57890,24522,0,21001088,"HSBC BANK USA, NATIONAL ASSOCIATION","1800 TYSONS BOULEVARD, SUITE 50 ",TYSONS,VA,22102,31,
30/09/2021,413347,10437,0,0,81220508,FIRST STATE BANK OF OLMSTED,185 NORTH FRONT STREET ,OLMSTED,IL,62970,51,65238
30/09/2021,413543,18356,0,0,73922322,CITIZENS STATE BANK,808 3RD AVENUE ,SHELDON,IA,512011547,51,165458
30/09/2021,413646,3747,13682,0,71109082,"FIRST NEIGHBOR BANK, NATIONAL ASSOCIATION",201 NORTH MERIDIAN STREET ,TOLEDO,IL,62468,51,544354
30/09/2021,413673,30595,0,0,281573013,F&M BANK AND TRUST COMPANY,505 BROADWAY ,HANNIBAL,MO,63401,51,161814
30/09/2021,413758,13692,0,0,104106716,BRUNSWICK STATE BANK,226 SECOND STREET ,BRUNSWICK,NE,68720,51,155683
30/09/2021,414102,9831,0,0,22309611,ALDEN STATE BANK,13216 BROADWAY ,ALDEN,NY,14004,51,470474
30/09/2021,414652,4769,8808,0,101104041,"FIRST NATIONAL BANK OF SCOTT CITY, THE",501 MAIN STREET ,SCOTT CITY,KS,67871,51,150503
30/09/2021,414764,21074,0,0,111904943,TEXAS BANK,1120 U.S. HIGHWAY 79 NORTH ,HENDERSON,TX,75652,51,682000
30/09/2021,414858,3342,12190,0,111903465,"INCOMMONS BANK, NATIONAL ASSOCIATION",301 E COMMERCE ,MEXIA,TX,766672821,51,207211
30/09/2021,415770,30615,705636,5636,281971505,TEMPO BANK,28 WEST BROADWAY ,TRENTON,IL,62293,51,90664
30/09/2021,416245,16450,0,0,71102568,BUSEY BANK,100 WEST UNIVERSITY AVENUE ,CHAMPAIGN,IL,61820,41,12866133
30/09/2021,416272,30619,0,5642,253271806,"ABBEVILLE FIRST BANK, SSB",205 SOUTH MAIN STREET ,ABBEVILLE,SC,29620,51,102535
30/09/2021,416339,3698,0,0,71109655,FIRST SECURITY BANK,101 EAST FAST AVENUE ,MACKINAW,IL,61755,51,101185
