Reporting Period End Date,IDRSSD,FDIC Certificate Number,OCC Charter Number,OTS Docket Number,Primary ABA Routing Number,Financial Institution Name,Financial Institution Address,Financial Institution City,Financial Institution State,Financial Institution Zip Code,Financial Institution Filing Type,RCON2170
31/03/2021,701857,10352,0,0,111306088,CROWELL STATE BANK,100 EAST COMMERCE STREET ,CROWELL,TX,792270848,51,45201
31/03/2021,702117,7230,1354,10286,21303618,"NBT BANK, NATIONAL ASSOCIATION",52 SOUTH BROAD STREET ,NORWICH,NY,13815,41,11442656
31/03/2021,702359,11903,0,0,111913879,TEXAS HERITAGE BANK,1208 SOUTH MAIN STREET ,BOERNE,TX,780062814,51,198941
31/03/2021,702612,2700,1493,0,42102403,FIRST SOUTHERN NATIONAL BANK,27 PUBLIC SQUARE ,LANCASTER,KY,40444,51,1102436
31/03/2021,702836,4960,0,0,64102944,FIRST FARMERS AND COMMERCIAL BANK,441 SPRING STREET ,PIKEVILLE,TN,37367,51,182744
31/03/2021,702911,13220,0,0,42309222,"PEOPLES BANK CO., THE",112 WEST MAIN STREET ,COLDWATER,OH,45828,51,652781
31/03/2021,702966,14404,0,0,111911965,FARMERS STATE BANK OF NEWCASTLE,722 BROADWAY AVENUE ,NEWCASTLE,TX,76372,51,56907
31/03/2021,703039,11445,0,17134,84206040,"JEFFERSON BANK, THE",3008 EAST REED ROAD ,GREENVILLE,MS,38703,51,142439
31/03/2021,703552,3256,0,0,111907940,"HORIZON BANK, SSB","600 CONGRESS AVENUE, SUITE 400 ",AUSTIN,TX,78701,51,1771644
31/03/2021,703767,23030,0,0,121137726,CENTRAL VALLEY COMMUNITY BANK,"7100 NORTH FINANCIAL DRIVE, SUITE 101 ",FRESNO,CA,93720,41,2200406
31/03/2021,704559,26247,0,0,101005483,CENTRAL BANK OF THE MIDWEST,609 NORTH HIGHWAY 291 ,LEE'S SUMMIT,MO,64086,41,3955494
31/03/2021,704755,1643,0,0,81905085,PROVIDENCE BANK,3855 FORUM BOULEVARD ,COLUMBIA,MO,65203,51,1043348
31/03/2021,705378,29066,0,2853,302170162,"DEL NORTE BANK, A SAVINGS AND LOAN ASSOCIATION",705 GRAND AVENUE ,DEL NORTE,CO,81132,51,112169
31/03/2021,705444,3858,0,0,82902469,ARKANSAS COUNTY BANK,220 WEST CROSS ,DE WITT,AR,72042,51,189463
31/03/2021,705556,18885,15161,0,91914202,NEIGHBORHOOD NATIONAL BANK,45 NORTH UNION ,MORA,MN,55051,41,284200
31/03/2021,706030,16283,0,0,61221310,SOUTH COAST BANK & TRUST,1500 NEWCASTLE STREET ,BRUNSWICK,GA,31520,51,186912
31/03/2021,706058,5214,12947,0,91914820,"FIRST NATIONAL BANK OF MOOSE LAKE, THE",400 ELM AVENUE ,MOOSE LAKE,MN,55767,51,126163
31/03/2021,706236,22273,0,0,51501817,BANK OF MINGO,10 COMMERCE DRIVE BELO INDUSTRIAL PARK,WILLIAMSON,WV,25661,51,123945
31/03/2021,706254,20279,0,0,103101518,"COMMUNITY STATE BANK, THE",1409 NORTH BROADWAY ,POTEAU,OK,74953,41,340687
31/03/2021,706450,17122,0,0,91915832,LAKE COUNTRY COMMUNITY BANK,111 NORTH DIVISION ,MORRISTOWN,MN,55052,51,32592
31/03/2021,706656,22636,0,0,101903637,COMMUNITY BANK OF MARSHALL,811 WEST COLLEGE STREET ,MARSHALL,MO,65340,51,203231
31/03/2021,707354,17323,0,0,81918425,FIRST STATE COMMUNITY BANK,201 EAST COLUMBIA STREET ,FARMINGTON,MO,63640,41,3556127
31/03/2021,708379,28925,0,2632,271172644,SECURITY SAVINGS BANK,220 EAST BROADWAY ,MONMOUTH,IL,61462,51,239758
31/03/2021,709143,3711,0,13691,71102500,MIDWEST BANK,200 EAST BROADWAY ,MONMOUTH,IL,61462,41,617597
31/03/2021,709451,9791,0,0,101902735,COMMERCIAL TRUST COMPANY OF FAYETTE,119 NORTH MAIN STREET ,FAYETTE,MO,65248,51,166984
31/03/2021,709554,16720,0,0,112201988,"WESTERN BANK, ARTESIA, NEW MEXICO",320 WEST TEXAS ,ARTESIA,NM,88210,51,234707
31/03/2021,709602,90290,0,12555,211372378,UNIBANK FOR SAVINGS,49 CHURCH ST ,WHITINSVILLE,MA,1588,41,2335208
31/03/2021,709639,6091,0,55166,64101204,MACON BANK AND TRUST COMPANY,609 RED BOILING SPRINGS ROAD ,LAFAYETTE,TN,37083,51,554631
31/03/2021,709956,22855,0,0,103102326,OKLAHOMA HERITAGE BANK,131 MAIN STREET ,ROFF,OK,74865,41,96907
31/03/2021,710176,28930,0,0,301271460,FIRST MISSOURI BANK,300 WEST LOCKLING ,BROOKFIELD,MO,64628,51,355646
31/03/2021,710859,11491,0,0,112201218,"CITIZENS BANK OF CLOVIS, THE",421 PILE STREET ,CLOVIS,NM,881017540,51,414865
31/03/2021,711472,20884,0,0,121405115,BANK OF GUAM,111 WEST CHALAN SANTO PAPA ,HAGATNA,GU,96910,31,
31/03/2021,711520,23989,0,0,51404684,MINERS EXCHANGE BANK,483 FRONT STREET WEST ,COEBURN,VA,24230,51,91373
31/03/2021,711548,14009,0,17344,72403635,CHELSEA STATE BANK,1010 SOUTH MAIN STREET ,CHELSEA,MI,48118,51,429223
31/03/2021,711753,14026,0,0,104911422,SCRIBNER BANK,400 MAIN STREET ,SCRIBNER,NE,68057,51,85027
31/03/2021,711801,90291,0,13771,211371366,"SAVINGS BANK, THE",357 MAIN STREET ,WAKEFIELD,MA,1880,51,682508
31/03/2021,712059,10958,0,0,91214627,UNITED PRAIRIE BANK,1141 THIRD AVENUE ,MOUNTAIN LAKE,MN,56159,51,786966
31/03/2021,712273,28934,0,2644,244171915,PERPETUAL FEDERAL SAVINGS BANK OF URBANA,120 N MAIN STREET ,URBANA,OH,43078,51,390599
31/03/2021,712648,12531,0,0,82902663,"PEOPLES BANK, THE",500 NORTH JACKSON ,MAGNOLIA,AR,71753,51,221001
31/03/2021,712956,18514,0,0,112202372,FIRST NEW MEXICO BANK,300 S. GOLD ,DEMING,NM,880303731,51,247359
31/03/2021,713047,20769,0,0,71923815,BANK OF MONTGOMERY,1333 DOUGLAS ROAD ,MONTGOMERY,IL,60538,51,46841
31/03/2021,713252,10250,0,0,91308805,PEOPLES STATE BANK OF VELVA,101 N. MAIN STREET ,VELVA,ND,58790,51,132931
31/03/2021,713476,29120,717954,17954,275071327,"PYRAMAX BANK, F.S.B.",7001 WEST EDGERTON AVENUE ,GREENFIELD,WI,53220,51,515201
31/03/2021,713926,8668,0,9825,51404419,FARMERS & MERCHANTS BANK,165 NEW MARKET ,TIMBERVILLE,VA,22853,41,1009942
31/03/2021,714165,5518,10806,0,111904231,"CITY NATIONAL BANK OF SAN SABA, THE",209 E BROWN ,SAN SABA,TX,768773501,51,81283
31/03/2021,714437,1705,0,0,64103697,MOUNTAIN VALLEY BANK,17114 RANKIN AVENUE ,DUNLAP,TN,37327,51,128932
31/03/2021,714839,22046,16473,10367,65402517,FIRST NATIONAL BANK USA,13386 US HWY 90 WEST ,BOUTTE,LA,70039,41,178825
31/03/2021,714978,26922,0,8441,211070230,"COOPERATIVE BANK, THE",40 BELGRADE AVE ,ROSLINDALE,MA,2131,51,482741
31/03/2021,715032,15216,0,14483,61211317,PEOPLES BANK,299 WEST LIBERTY STREET ,LYONS,GA,30436,41,144050
31/03/2021,715050,5095,0,17985,91206541,STAR BANK,100 STATE HIGHWAY 55 EAST ,MAPLE LAKE,MN,55358,51,356459
31/03/2021,715144,3713,0,0,71904290,GRUNDY BANK,201 LIBERTY STREET ,MORRIS,IL,60450,51,334826
31/03/2021,715340,22308,0,9915,72413104,WEST MICHIGAN COMMUNITY BANK,5367 SCHOOL STREET ,HUDSONVILLE,MI,49426,51,771479
31/03/2021,715470,31972,707674,7674,291471419,FIRST WESTERN FEDERAL SAVINGS BANK,402 MAIN STREET ,RAPID CITY,SD,57701,41,61002
31/03/2021,715630,10317,0,13067,64206426,CITIZENS BANK AND TRUST COMPANY OF GRAINGER COUNTY,8335 RUTLEDGE PIKE ,RUTLEDGE,TN,37861,51,260384
31/03/2021,715872,31217,0,6555,253171676,LIFESTORE BANK,205 SOUTH JEFFERSON AVENUE ,WEST JEFFERSON,NC,28694,41,390904
31/03/2021,715975,28949,702674,2674,284272612,AMORY FEDERAL SAVINGS AND LOAN ASSOCIATION,213 SECOND AVENUE NORTH ,AMORY,MS,38821,51,78807
31/03/2021,716374,31223,0,0,83913033,FIRST HARRISON BANK,220 FEDERAL DRIVE NORTHWEST ,CORYDON,IN,47112,51,1051277
31/03/2021,716655,5216,0,0,91214960,AMERICAN BANK OF THE NORTH,117 CENTRAL AVENUE ,NASHWAUK,MN,55769,51,671717
31/03/2021,716833,16250,0,10700,71004284,MARQUETTE BANK,6316 SOUTH WESTERN AVENUE ,CHICAGO,IL,60636,41,1915315
31/03/2021,716851,22867,0,0,101003773,COMMUNITY BANK OF RAYMORE,801 WEST FOXWOOD DRIVE ,RAYMORE,MO,64083,51,387008
31/03/2021,716954,13032,0,0,75902832,CITIZENS FIRST BANK,101 SOUTH MAIN STREET ,VIROQUA,WI,54665,51,263789
31/03/2021,717232,21692,0,0,63209660,PEOPLES BANK OF GRACEVILLE,5306 BROWN STREET ,GRACEVILLE,FL,32440,51,119014
31/03/2021,717670,29143,0,2988,286573351,SYSTEMATIC SAVINGS BANK,318 SOUTH AVENUE ,SPRINGFIELD,MO,65806,51,52501
31/03/2021,717737,20954,16076,10476,64202255,CITIZENS NATIONAL BANK,200 FORKS OF THE RIVER PKWY ,SEVIERVILLE,TN,37862,41,1367010
31/03/2021,717924,15359,0,0,53102586,SOUTHERN BANK AND TRUST COMPANY,100 NORTH CENTER STREET ,MOUNT OLIVE,NC,28365,41,3924092
31/03/2021,718079,31980,0,7685,264174303,AMERICAN BANK & TRUST OF THE CUMBERLANDS,808 WEST MAIN STREET ,LIVINGSTON,TN,38570,51,335765
31/03/2021,718145,17120,0,0,84205915,FIRST SECURITY BANK,295 HIGHWAY 6 WEST ,BATESVILLE,MS,38606,51,758278
31/03/2021,718275,26539,0,0,0,BANK OF THE FEDERATED STATES OF MICRONESIA,98 KASELEHLIE STREET ,POHNPEI,0,96941,51,200385
31/03/2021,718538,11953,0,12008,52203046,"GRANT COUNTY BANK, THE",3 N MAIN STREET BOX 929 ,PETERSBURG,WV,26847,51,309686
31/03/2021,719030,6787,9721,0,51503051,"FIRST NATIONAL BANK OF PETERSTOWN, THE",380 MARKET STREET ,PETERSTOWN,WV,24963,51,82258
31/03/2021,719610,2708,7605,0,42105442,"FIRST NATIONAL BANK OF MANCHESTER, THE",120 TOWN BRANCH RD ,MANCHESTER,KY,40962,51,178699
31/03/2021,719656,12223,0,0,81501696,"CALLAWAY BANK, THE",5 EAST FIFTH STREET ,FULTON,MO,65251,51,480912
31/03/2021,719964,17775,0,0,111312205,FIRST STATE BANK,TRUHART & MOSS ,PAINT ROCK,TX,76866,51,136797
31/03/2021,720157,9752,0,0,91215435,MARSHALL COUNTY STATE BANK,118 EAST MINNESOTA AVENUE ,NEWFOLDEN,MN,56738,51,35359
31/03/2021,720344,13167,0,0,83904660,BANK OF CLARKSON,101 EAST MAIN STREET ,CLARKSON,KY,42726,41,146369
31/03/2021,720746,3799,9734,0,81905014,"BRADFORD NATIONAL BANK OF GREENVILLE, THE",100 EAST COLLEGE AVENUE ,GREENVILLE,IL,62246,51,451645
31/03/2021,720858,13794,0,0,91307275,MCINTOSH COUNTY BANK,204 WEST MAIN ST ,ASHLEY,ND,58413,51,107075
31/03/2021,721350,8387,0,0,91305044,BANKNORTH,340 MAIN STREET ,ARTHUR,ND,58006,51,473090
31/03/2021,721752,9340,0,0,91212726,"FARMERS & MERCHANTS STATE BANK OF NEW YORK MILLS, INCORPORATED",11 NORTH WALKER AVENUE ,NEW YORK MILLS,MN,56567,51,80374
31/03/2021,721949,2738,6769,9695,83903108,"FIRST & FARMERS NATIONAL BANK, INC.",2020 S HIGHWAY 27 ,SOMERSET,KY,42502,51,610154
31/03/2021,722227,9502,0,14489,51401043,MOVEMENT BANK,201 NORTH UNION STREET ,DANVILLE,VA,24541,51,82711
31/03/2021,722432,845,0,0,52201925,"BANK OF ROMNEY, THE",95 EAST MAIN STREET ,ROMNEY,WV,26757,51,347193
31/03/2021,722544,10044,13879,0,75900766,NATIONAL EXCHANGE BANK AND TRUST,130 SOUTH MAIN STREET ,FOND DU LAC,WI,54935,51,2580942
31/03/2021,722777,29950,25022,0,11075150,"SANTANDER BANK, NATIONAL ASSOCIATION","824 NORTH MARKET STREET, SUITE 100 ",WILMINGTON,DE,19801,31,
31/03/2021,722816,13297,0,11750,21309735,SOLVAY BANK,1537 MILTON AVENUE ,SOLVAY,NY,13209,51,1105471
31/03/2021,723112,6672,25190,0,42000314,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",38 FOUNTAIN SQUARE PLAZA ,CINCINNATI,OH,45202,31,
31/03/2021,723158,8541,0,0,91213806,STATE BANK OF FAIRMONT,918 EAST BLUE EARTH AVENUE ,FAIRMONT,MN,56031,41,127382
31/03/2021,723550,15606,0,0,101918075,"HAMILTON BANK, THE",111 NORTH DAVIS STREET ,HAMILTON,MO,64644,51,103234
31/03/2021,723653,2249,0,0,112200824,WESTERN BANK,140 E. MOTEL DRIVE ,LORDSBURG,NM,88045,51,260235
31/03/2021,723756,14636,0,0,101104779,PEOPLES BANK,101 EAST MAIN ,COLDWATER,KS,67029,51,55314
31/03/2021,723868,18132,0,0,113123573,PEARLAND STATE BANK,2301 N. MAIN STREET ,PEARLAND,TX,775814111,51,218587
31/03/2021,724230,10693,0,0,64204703,SIMPLYBANK.,420 3RD AVENUE ,DAYTON,TN,37321,51,693092
31/03/2021,724548,9668,0,0,83903425,DIXON BANK,42 US HIGHWAY 41A SOUTH ,DIXON,KY,42409,51,82567
31/03/2021,724744,14079,0,0,73905064,GNB BANK,529 G AVENUE ,GRUNDY CENTER,IA,50638,51,615589
31/03/2021,724904,27417,712504,12504,211574862,"HOME LOAN INVESTMENT BANK, F.S.B.","1 HOME LOAN PLAZA, SUITE 3 ",WARWICK,RI,2886,51,373296
31/03/2021,724940,10469,0,0,81217919,FARMERS & MERCHANTS BANK OF HUTSONVILLE,108 SOUTH MAIN STREET ,HUTSONVILLE,IL,62433,51,49261
31/03/2021,725077,27989,717997,17997,271972925,OTTAWA SAVINGS BANK,925 LASALLE STREET ,OTTAWA,IL,61350,51,323547
31/03/2021,725732,21265,0,10221,67009044,BRADESCO BAC FLORIDA BANK,169 MIRACLE MILE SUITE R10,CORAL GABLES,FL,33134,31,
31/03/2021,725741,321,0,0,84205614,HOLMES COUNTY BANK,316 COURT SQUARE ,LEXINGTON,MS,39095,51,139978
31/03/2021,726458,5221,6837,0,91903530,"FIRST NATIONAL BANK OF OSAKIS, THE",211-213 CENTRAL AVE. ,OSAKIS,MN,56360,51,85787
31/03/2021,726953,26626,0,0,111016501,UNITED TEXAS BANK,"13101 PRESTON ROAD, SUITE 100 ",DALLAS,TX,75240,41,1119429
31/03/2021,727174,27998,0,709,242071509,GUARDIAN SAVINGS BANK,6100 WEST CHESTER ROAD ,WEST CHESTER,OH,45069,51,1148053
31/03/2021,728948,4465,10354,13627,73903383,"MIDSTATES BANK, NATIONAL ASSOCIATION","1851 MADISON AVENUE, SUITE 732 ",COUNCIL BLUFFS,IA,51503,51,621184
31/03/2021,728957,10165,0,0,91908988,FARMERS AND MERCHANTS STATE BANK OF PIERZ,80 MAIN ST. ,PIERZ,MN,56364,51,286705
31/03/2021,729011,5981,0,0,44105576,"COMMUNITY BANK, THE",113 NORTH FIFTH STREET ,ZANESVILLE,OH,43701,51,562875
31/03/2021,729057,10194,0,0,91914121,PINE RIVER STATE BANK,103 MILL STREET ,PINE RIVER,MN,56474,51,156151
31/03/2021,729178,31905,0,7589,311974032,"CYPRESS BANK, SSB",120 SOUTH GREER BOULEVARD ,PITTSBURG,TX,75686,51,218365
31/03/2021,729310,57497,0,14133,221370894,PATHFINDER BANK,214 WEST FIRST STREET ,OSWEGO,NY,13126,51,1301101
31/03/2021,729459,12193,0,0,91903967,PINE ISLAND BANK,128 SOUTH MAIN STREET ,PINE ISLAND,MN,55963,41,116632
31/03/2021,729570,29999,704516,4516,253272261,MUTUAL SAVINGS BANK,330 WEST CAROLINA AVENUE ,HARTSVILLE,SC,29550,51,56541
31/03/2021,729842,16201,0,0,74913194,BANK OF WOLCOTT,105 NORTH RANGE STREET ,WOLCOTT,IN,47995,51,201375
31/03/2021,729945,9777,0,0,84204709,CITIZENS BANK AND TRUST COMPANY,239 EAST MAIN STREET ,MARKS,MS,38646,51,141591
31/03/2021,730745,11761,0,0,73909620,CITIZENS SAVINGS BANK,133 EAST MAIN STREET ,HAWKEYE,IA,52147,41,30311
31/03/2021,731050,16079,0,0,104913491,YORK STATE BANK,700 NORTH LINCOLN AVENUE ,YORK,NE,68467,51,179477
31/03/2021,731247,14650,0,9204,73913755,HILLS BANK AND TRUST COMPANY,131 EAST MAIN STREET ,HILLS,IA,52235,41,4001243
31/03/2021,731957,5232,11125,0,91909068,"FIRST NATIONAL BANK OF PROCTOR, THE",211 2ND ST. ,PROCTOR,MN,55810,51,27885
31/03/2021,732178,32084,0,0,303187675,GRAND SAVINGS BANK,1022 SOUTH MAIN STREET ,GROVE,OK,74344,51,692728
31/03/2021,732253,10531,0,0,111103362,CITIZENS PROGRESSIVE BANK,3540 FRONT STREET ,WINNSBORO,LA,712952220,51,201135
31/03/2021,732637,16453,0,0,51504429,WHITESVILLE STATE BANK,38609 COAL RIVER ROAD ,WHITESVILLE,WV,25209,41,121718
31/03/2021,732758,23210,0,0,102003743,BANKERS' BANK OF THE WEST,"1099 18TH STREET, SUITE 2700 ",DENVER,CO,80202,51,546869
31/03/2021,732918,14359,0,0,31306993,JERSEY SHORE STATE BANK,300 MARKET STREET ,WILLIAMSPORT,PA,17701,41,1324986
31/03/2021,732954,19278,0,0,113109898,CARMINE STATE BANK,205 CENTENNIAL ,CARMINE,TX,78932,51,94694
31/03/2021,733054,12506,0,0,113111077,INDUSTRY STATE BANK,16886 FORDTRAN BLVD. ,INDUSTRY,TX,78944,41,952067
31/03/2021,733540,8730,0,0,82904289,GATEWAY BANK,112 MAIN STREET ,RISON,AR,71665,51,88262
31/03/2021,733559,14058,0,0,104112771,GREAT PLAINS STATE BANK,140 MAIN ,PETERSBURG,NE,68652,51,349653
31/03/2021,733661,25803,0,0,322286188,HATCH BANK,"1001 WEST SAN MARCOS BOULEVARD, S-140 ",SAN MARCOS,CA,92078,51,267942
31/03/2021,733755,8896,0,0,81516940,JONESBURG STATE BANK,110 FIRST STREET ,JONESBURG,MO,63351,51,130737
31/03/2021,733951,11778,0,0,101102496,"CITIZENS STATE BANK AND TRUST CO., ELLSWORTH, KANSAS",203 NORTH DOUGLAS ,ELLSWORTH,KS,67439,51,238754
31/03/2021,734248,950,0,9692,73920939,IOWA STATE BANK,5 EAST CALL ,ALGONA,IA,50511,51,389303
31/03/2021,734350,16689,0,0,111104617,GIBSLAND BANK & TRUST COMPANY,1246 THIRD ST ,GIBSLAND,LA,71028,51,469384
31/03/2021,734538,25247,18278,0,65403370,FIRST NATIONAL BANKERS BANK,7813 OFFICE PARK BOULEVARD ,BATON ROUGE,LA,70809,51,1023389
31/03/2021,734613,90384,0,0,31312123,"BANK OF LANDISBURG, THE",100 NORTH CARLISLE STREET ,LANDISBURG,PA,17040,51,348610
31/03/2021,735049,14926,0,0,72406522,FREELAND STATE BANK,185 EAST WASHINGTON STREET ,FREELAND,MI,48623,51,58107
31/03/2021,735067,3400,12308,0,111303010,"TEXAS REPUBLIC BANK, NATIONAL ASSOCIATION","2595 PRESTON ROAD, BUILDING 100 ",FRISCO,TX,75034,51,368799
31/03/2021,735414,6530,8588,0,42206422,"FIRST NATIONAL BANK OF BLANCHESTER, THE",121 EAST MAIN STREET ,BLANCHESTER,OH,45107,51,74745
31/03/2021,735441,228,0,12625,73917641,AMERICAN STATE BANK,525 NORTH MAIN AVENUE ,SIOUX CENTER,IA,51250,51,1115946
31/03/2021,735768,24655,0,0,121140263,AMERICAN RIVER BANK,"1545 RIVER PARK DRIVE, SUITE 107 ",SACRAMENTO,CA,95815,51,915414
31/03/2021,735973,29910,704315,4315,283971914,SCOTTSBURG BUILDING AND LOAN ASSOCIATION,306 WEST MCCLAIN AVENUE ,SCOTTSBURG,IN,47170,51,86077
31/03/2021,736158,17205,0,0,104108439,"POTTER STATE BANK OF POTTER, THE",301 CHESTNUT STREET ,POTTER,NE,69156,51,44726
31/03/2021,736206,8152,0,0,11300595,CAMBRIDGE TRUST COMPANY,1336 MASSACHUSETTS AVENUE ,CAMBRIDGE,MA,2138,51,4252874
31/03/2021,736550,18610,0,0,101106214,"UNION STATE BANK OF EVEREST, THE",545 MAIN STREET ,EVEREST,KS,66424,51,381659
31/03/2021,736662,9973,0,0,111912605,"FIRST STATE BANK, THE",100 NORTH MCKINNEY ST ,RICE,TX,75155,51,230677
31/03/2021,737548,17282,0,12696,73920285,BANKIOWA,7045 C AVENUE NORTHEAST ,CEDAR RAPIDS,IA,52402,51,779435
31/03/2021,738013,6531,11573,0,41212983,"CITIZENS NATIONAL BANK OF BLUFFTON, THE",102 SOUTH MAIN STREET ,BLUFFTON,OH,45817,51,959751
31/03/2021,738040,958,0,9909,73921433,UNITED BANK OF IOWA,501 2ND STREET ,IDA GROVE,IA,51445,41,1956944
31/03/2021,738143,3722,0,11609,71102827,PROSPECT BANK,177 WEST WOOD STREET ,PARIS,IL,61944,51,685502
31/03/2021,738255,1434,0,0,104908422,TOWN & COUNTRY BANK,423 GRAND AVENUE ,RAVENNA,NE,68869,41,183408
31/03/2021,738303,90173,0,14622,211370419,EAST CAMBRIDGE SAVINGS BANK,292 CAMBRIDGE STREET ,CAMBRIDGE,MA,2141,41,1228490
31/03/2021,738657,17607,0,0,101100605,"CITY STATE BANK, THE",1012 HIGHWAY 69 ,FORT SCOTT,KS,66701,41,50487
31/03/2021,738769,18185,14898,0,111920765,COMMUNITY NATIONAL BANK & TRUST OF TEXAS,321 NORTH 15TH STREET ,CORSICANA,TX,751104511,51,943807
31/03/2021,739346,9096,0,12602,73918394,ATKINS SAVINGS BANK & TRUST,97 MAIN AVENUE ,ATKINS,IA,52206,51,122941
31/03/2021,739355,26181,18594,0,113115617,TEXAS NATIONAL BANK OF JACKSONVILLE,300 NECHES STREET ,JACKSONVILLE,TX,757664932,41,668960
31/03/2021,739560,19222,0,0,121107882,FREMONT BANK,39150 FREMONT BOULEVARD ,FREMONT,CA,94538,51,5402236
31/03/2021,739832,17513,14757,15454,71122616,"FISHER NATIONAL BANK, THE",102 EAST DIVISION ,FISHER,IL,61843,51,167211
31/03/2021,740249,254,0,0,73902151,FIRST WHITNEY BANK AND TRUST,223 CHESTNUT STREET ,ATLANTIC,IA,50022,51,267255
31/03/2021,741068,21455,0,0,111905340,FIDELITY BANK OF TEXAS,1901 W LAKE SHORE DRIVE ,WACO,TX,76708,51,111118
31/03/2021,741152,15078,14330,0,114921761,JUNCTION NATIONAL BANK,701 MAIN STREET ,JUNCTION,TX,768494607,51,90543
31/03/2021,741330,9963,0,9294,64103367,F&M BANK,50 FRANKLIN STREET ,CLARKSVILLE,TN,37040,41,1319519
31/03/2021,741358,16744,0,0,101101439,PEOPLES STATE BANK,200 WEST MAIN ,CHERRYVALE,KS,67335,51,18051
31/03/2021,741648,16395,0,0,82907558,SECURITY BANK,105 WEST RUBY STREET ,STEPHENS,AR,71764,51,67401
31/03/2021,741844,18394,0,0,73911951,FARMERS SAVINGS BANK,205 WEST MAIN STREET ,MARSHALLTOWN,IA,50158,51,142449
31/03/2021,741956,314,0,0,111102091,"MER ROUGE STATE BANK, THE",102 W. DAVENPORT ,MER ROUGE,LA,71261,51,49016
31/03/2021,741974,29937,704381,4381,283972120,FIRST FEDERAL SAVINGS BANK OF KENTUCKY,216 WEST MAIN STREET ,FRANKFORT,KY,40601,51,245844
31/03/2021,742056,17979,0,0,114923439,CASTROVILLE STATE BANK,502 PARIS STREET ,CASTROVILLE,TX,78009,51,234436
31/03/2021,742542,11225,0,0,75907413,FIRST COMMUNITY BANK,202 MERCHANT ROW ,MILTON,WI,53563,51,131645
31/03/2021,742636,23222,0,11791,65402850,MISSISSIPPI RIVER BANK,8435 HIGHWAY 23 ,BELLE CHASSE,LA,70037,51,127756
31/03/2021,742944,5297,0,0,75902463,FORTE BANK,116 WEST SUMNER STREET ,HARTFORD,WI,53027,41,292058
31/03/2021,743679,30117,0,4776,231375397,RELIANCE SAVINGS BANK,1119 12TH STREET ,ALTOONA,PA,16601,51,653145
31/03/2021,743950,8268,0,0,81510739,FARMERS BANK OF LOHMAN,103 LOMO DRIVE ,JEFFERSON CITY,MO,65109,51,77181
31/03/2021,744256,15586,0,0,104113343,FIRST STATE BANK,2002 BROADWAY ,SCOTTSBLUFF,NE,69361,51,344954
31/03/2021,744854,16817,0,0,111922624,CITIZENS BANK,301 E. MAIN STREET ,KILGORE,TX,756625965,51,449246
31/03/2021,745150,17114,0,0,101108490,GORHAM STATE BANK,129 MARKET ,GORHAM,KS,67640,51,36775
31/03/2021,745347,33552,0,15832,73901097,BOONE BANK & TRUST CO.,716 8TH STREET ,BOONE,IA,50036,41,171144
31/03/2021,746157,8546,0,0,91909466,SENTRY BANK,400 4TH AVENUE NORTHEAST ,SAINT JOSEPH,MN,56374,51,296599
31/03/2021,746429,6139,0,11068,51403931,TOUCHSTONE BANK,20718 FIRST STREET ,MC KENNEY,VA,23872,51,568760
31/03/2021,746755,17769,0,0,101108571,BANK OF HAYS,1000 WEST 27TH STREET ,HAYS,KS,67601,51,318200
31/03/2021,746942,8499,0,17858,73910745,UNION STATE BANK,214 SOUTH FIRST STREET ,GREENFIELD,IA,50849,51,92636
31/03/2021,746979,30987,0,6218,253272009,SPRATT SAVINGS BANK,1613 JA COCHRAN BYPASS ,CHESTER,SC,29706,51,146997
31/03/2021,747051,11466,0,0,81507234,HOMEPRIDE BANK,110 EAST COMMERCIAL STREET ,MANSFIELD,MO,65704,41,111083
31/03/2021,747257,17451,0,0,101103835,"HALSTEAD BANK, THE",314 MAIN STREET ,HALSTEAD,KS,67056,51,155463
31/03/2021,748254,8537,0,0,96000580,BANKCHEROKEE,607 SMITH AVENUE SOUTH ,SAINT PAUL,MN,55107,51,373564
31/03/2021,748357,11570,0,0,113109982,CHAPPELL HILL BANK,802 MAIN STREET ,CHAPPELL HILL,TX,77426,51,44882
31/03/2021,748441,81,0,0,82901606,WARREN BANK AND TRUST COMPANY,201 SOUTH MAIN STREET ,WARREN,AR,71671,51,138624
31/03/2021,748964,18698,0,0,111323906,TEXAS STATE BANK,2201 SHERWOOD WAY ,SAN ANGELO,TX,769013057,51,367959
31/03/2021,749242,12437,0,0,84201294,RENASANT BANK,209 TROY STREET ,TUPELO,MS,38804,41,15620824
31/03/2021,749635,35,0,9177,62202574,AUBURNBANK,132 NORTH GAY STREET ,AUBURN,AL,36830,51,992951
31/03/2021,749840,9295,0,0,73918103,FARMERS STATE BANK,401 MAIN STREET ,LAKE VIEW,IA,51450,51,40764
31/03/2021,749943,10438,0,0,71115416,RARITAN STATE BANK,106 EAST MAIN STREET ,RARITAN,IL,61471,51,226338
31/03/2021,749952,3134,0,0,111302545,FIRST BANK AND TRUST OF CHILDRESS,301 NORTH MAIN ,CHILDRESS,TX,79201,51,148982
31/03/2021,750051,16733,0,0,96000959,NORTH STAR BANK,1820 N. LEXINGTON AVE. ,ROSEVILLE,MN,55113,51,349366
31/03/2021,750127,12885,0,14724,52100741,"PEOPLES BANK, THE",100 SPRING AVENUE ,CHESTERTOWN,MD,21620,51,310744
